,H9.96h_001,H9.96h_002,H9.96h_003,H9.96h_004,H9.96h_005,H9.96h_006,H9.96h_007,H9.96h_008,H9.96h_009,H9.96h_010,H9.96h_011,H9.96h_012,H9.96h_013,H9.96h_014,H9.96h_015,H9.96h_016,H9.96h_017,H9.96h_018,H9.96h_019,H9.96h_020,H9.96h_021,H9.96h_022,H9.96h_023,H9.96h_024,H9.96h_025,H9.96h_026,H9.96h_027,H9.96h_028,H9.96h_029,H9.96h_030,H9.96h_031,H9.96h_032,H9.96h_033,H9.96h_034,H9.96h_035,H9.96h_036,H9.96h_037,H9.96h_038,H9.96h_039,H9.96h_040,H9.96h_041,H9.96h_042,H9.96h_043,H9.96h_044,H9.96h_045,H9.96h_046,H9.96h_047,H9.96h_048,H9.96h_049,H9.96h_050,H9.96h_051,H9.96h_052,H9.96h_053,H9.96h_054,H9.96h_055,H9.96h_056,H9.96h_057,H9.96h_058,H9.96h_059,H9.96h_060,H9.96h_061,H9.96h_062,H9.96h_063,H9.96h_064,H9.96h_065,H9.96h_066,H9.96h_067,H9.96h_068,H9.96h_069,H9.96h_070,H9.96h_071,H9.96h_072,H9.96h_073,H9.96h_074,H9.96h_075,H9.96h_077,H9.96h_078,H9.96h_079,H9.96h_080,H9.96h_081,H9.96h_082,H9.96h_083,H9.96h_084,H9.96h_085,H9.96h_086,H9.96h_087,H9.96h_088,H9.96h_089,H9.96h_090,H9.96h_091,H9.96h_092,H9.96h_093,H9.96h_094,H9.96h_095,H9.96h_096,H9.96h_097,H9.96h_098,H9.96h_099,H9.96h_100,H9.96h_101,H9.96h_102,H9.96h_103,H9.96h_104,H9.96h_105,H9.96h_106,H9.96h_107,H9.96h_108,H9.96h_109,H9.96h_110,H9.96h_111,H9.96h_112,H9.96h_113,H9.96h_114,H9.96h_115,H9.96h_116,H9.96h_117,H9.96h_118,H9.96h_119,H9.96h_120,H9.96h_121,H9.96h_122,H9.96h_123,H9.96h_124,H9.96h_125,H9.96h_126,H9.96h_127,H9.96h_128,H9.96h_129,H9.96h_130,H9.96h_131,H9.96h_132,H9.96h_133,H9.96h_134,H9.96h_135,H9.96h_136,H9.96h_137,H9.96h_138,H9.96h_139,H9.96h_140,H9.96h_141,H9.96h_142,H9.96h_143,H9.96h_144,H9.96h_145,H9.96h_146,H9.96h_147,H9.96h_148,H9.96h_149,H9.96h_150,H9.96h_151,H9.96h_152,H9.96h_153,H9.96h_154,H9.96h_155,H9.96h_156,H9.96h_157,H9.96h_158,H9.96h_159,H9.96h_160,H9.96h_161,H9.96h_162,H9.96h_163,H9.96h_164,H9.96h_165,H9.96h_166,H9.96h_167,H9.96h_168,H9.96h_169,H9.96h_170,H9.96h_171,H9.96h_173,H9.96h_174,H9.96h_175,H9.96h_176,H9.96h_177,H9.96h_178,H9.96h_179,H9.96h_180,H9.96h_182,H9.96h_183,H9.96h_184,H9.96h_185,H9.96h_186,H9.96h_187,H9.96h_188,H9.96h_189,H9.96h_190,H9.96h_192
rps6ka2,126.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.17,13.0,19.0,0.0,2.0,0.0,317.95,0.0,0.0,49.0,0.0,14.0,368.71,0.0,0.0,0.0,0.0,0.0,0.0,256.01,0.0,0.0,0.0,11.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,79.0,0.0,30.0,0.0,7.0,40.0,0.0,1.0,0.0,0.0,146.0,0.0,0.0,6.0,8.0,0.0,0.0,13.0,0.0,0.0,127.87,0.0,0.0,0.0,16.0,2.0,0.0,0.0,35.0,1.0,23.0,9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,16.0,27.0,9.0,4.0,2.0,24.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,60.0,0.0,3.0,1.0,0.0,117.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,38.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0
rps6ka3,5.25,11.31,2.38,1.73,18.25,5.33,10.64,33.0,12.85,5.71,7.1,111.55,138.48,513.32,11.93,1.17,447.91,8.63,51.26,0.82,13.1,191.63,18.9,12.11,185.91,4.04,9.35,4.27,24.81,1.14,3.64,9.51,249.15,7.95,46.64,48.28,1.41,64.05,5.91,19.11,6.86,55.84,238.7,19.5,16.17,3.49,152.11,5.84,14.92,2.32,22.34,232.48,4.13,76.78,8.48,4.98,117.63,122.33,54.98,4.48,1741.88,104.59,2.42,4.01,29.11,1.41,7.38,35.24,5.0,196.24,517.56,2.34,1.57,68.24,1486.23,1.1,1423.54,7.97,416.91,0.0,426.66,84.97,302.25,2.04,4.96,400.78,8.83,120.82,1.18,67.49,12.33,21.2,8.22,77.79,43.09,27.93,10.01,26.1,167.82,6.35,6.07,24.87,5.41,43.02,75.4,53.81,7.81,5.48,3.8,24.44,6.86,51.32,85.43,26.71,7.46,4.43,11.9,8.51,18.15,9.98,5.28,24.72,4.51,9.46,12.19,184.6,8.95,24.48,2.15,9.27,451.85,4.83,17.4,8.35,9.55,58.41,9.49,10.15,10.44,67.01,12.68,23.48,10.23,10.12,59.71,8.63,7.72,3.85,6.87,1.98,3.74,49.81,0.0,10.2,9.98,190.78,4.42,12.14,19.72,7.22,8.36,48.29,8.94,1.22,18.94,15.26,12.39,9.81,4.96,27.88,42.98,5.61,2.88,172.92,8.52,6.84,50.41,20.77,5.92,13.95,1.48,6.44,2.21,36.91,3.64,11.86,0.0,21.58
rps6ka4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rps6ka5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rps6ka6,108.26,143.58,3.12,6.1,2.89,3.58,4.46,0.0,4.85,455.96,155.91,15.74,59.79,51.33,54.17,1.87,1.04,892.97,2.94,1.0,2.76,10.89,172.31,3.04,19.19,0.0,9.46,1.06,5.45,60.91,4.09,1.01,1.0,3.18,5.24,0.0,18.02,0.0,32.89,16.08,817.23,194.55,1.0,130.54,44.23,3.93,114.98,4.31,8.83,0.0,6.13,3.35,6.02,287.24,0.0,2.74,0.0,7.01,146.44,2.82,1.03,366.41,764.82,2.45,34.16,2355.64,2.14,408.58,6.9,395.84,3.07,205.28,0.0,25.71,4.81,2.39,0.0,2.99,121.56,0.0,192.84,12.47,71.02,57.72,0.0,28.41,3.13,121.22,38.19,51.04,8.4,9.1,25.91,6.46,0.0,128.1,0.0,8.15,276.48,2.74,341.75,16.95,67.81,10.02,39.87,7.99,144.06,12.45,106.15,2.2,97.52,776.55,1.97,13.02,214.64,22.86,103.51,58.59,0.0,11.55,2.76,71.93,14.64,20.09,17.0,66.33,13.17,184.2,11.03,7.23,3.48,9.48,12.51,8.55,42.95,29.76,4.75,12.61,6.02,27.07,9.67,161.17,11.58,340.1,12.03,0.0,12.43,6.91,39.08,6.35,4.28,1.25,3.31,191.88,5.82,5.45,0.0,1.28,4.04,102.67,6.29,2.68,4.42,13.1,3.09,13.18,3.13,27.48,48.63,294.8,11.02,0.21,136.84,2.28,3.91,3.11,3.17,11.29,6.46,7.87,3.73,14.62,43.89,455.67,401.77,2.22,17.6,7.22
rps6kb1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,44.0,0.0,17.16,0.0,0.0,0.0,1.0,0.0,8.0,182.0,362.0,12.0,0.0,581.09,186.0,252.17,368.37,148.0,0.0,0.0,0.0,5.0,172.08,1.0,178.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,942.0,0.0,161.0,248.99,1.0,0.0,433.0,311.0,0.0,494.0,0.0,0.0,1.0,0.0,0.0,61.99,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,33.0,0.0,457.0,0.0,57.0,1.0,0.0,95.0,0.0,5.0,353.0,9.0,156.0,36.0,23.0,262.98,1.0,0.0,1.0,69.0,27.0,15.0,3.0,57.0,121.0,68.02,45.0,25.0,24.0,91.0,177.0,136.0,248.0,250.0,190.0,0.0,61.0,20.05,1.0,0.0,112.0,168.0,65.0,1.0,186.0,240.0,241.0,69.0,0.0,4.0,2.0,183.06,10.0,5.0,29.0,311.38,78.9,0.0,4.0,0.0,14.0,0.0,31.0,0.0,0.0,0.0,97.05,128.0,267.39,166.0,0.0,131.0,0.0,0.0,0.0,165.02,23.0,60.0,0.0,0.0,11.0,205.03,280.32,0.0,2.0,0.0,408.96,0.0,0.0,4.0,207.05,53.0,91.0,140.0,37.0,0.0,0.0,97.0,0.0,49.0,0.0,294.0,0.0,29.17,0.0,0.0,0.0,84.0,19.0,25.0,0.0,0.0,23.0,237.06
rps6kb2,8.0,2.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,7.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,31.0,0.0,0.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,69.0,0.0,3.0,0.0,10.0,0.0,1.0,55.0,0.0,0.0,45.0,0.0,5.0,119.0,30.0,4.0,13.0,119.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,66.0,112.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,71.0,7.0,2.0,7.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,39.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,45.0,0.0,0.0,0.0,3.0,0.0,30.0,0.0,0.0,0.0,0.0
rps6kc1,33.0,0.0,0.0,33.0,0.0,0.0,0.0,55.31,0.0,189.0,1.0,0.0,200.0,10.0,0.0,0.0,0.0,217.0,19.03,0.0,208.96,8.0,0.0,0.0,0.0,260.0,0.0,62.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,9.0,231.77,37.0,0.0,1.0,9.0,0.0,0.0,9.0,0.0,41.0,12.0,0.0,227.0,3.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,50.07,0.0,102.0,0.0,0.0,783.0,0.0,1.0,2.0,0.0,20.0,0.0,307.97,397.0,0.0,371.0,0.0,71.0,9.0,54.0,9.0,52.0,0.0,2.0,0.0,0.0,27.0,0.0,518.0,8.0,269.0,31.0,24.0,14.0,16.91,6.0,8.0,4.0,0.0,0.0,45.0,0.0,0.0,114.0,96.0,19.0,78.0,2.0,2.0,0.0,187.0,69.0,0.0,9.0,0.0,13.0,0.0,2.84,16.0,0.0,106.0,17.0,1.0,0.0,0.0,137.0,8.0,0.0,0.0,1.0,0.0,4.0,187.0,0.0,1.0,0.0,4.0,21.0,26.18,18.0,18.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,392.9,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,10.0,372.0,0.0,0.0,0.0,60.0,0.0,68.0,0.0,78.0,0.0,0.0,0.0,0.0
rps6kl1,0.0,6.85,1.09,3.92,0.0,6.27,5.46,0.0,1.0,3.28,0.0,0.0,0.0,3.0,2.07,11.99,5.17,1.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,6.38,1.0,2.01,0.0,1.04,0.0,0.0,0.0,0.0,1.0,1.0,0.49,7.99,1.64,0.97,0.0,0.0,10.11,0.0,17.86,3.14,1.0,2.01,0.18,1.97,5.94,5.04,1.0,1.52,0.0,1.04,0.0,1.08,0.0,0.0,0.87,0.0,0.0,1.18,0.0,1.4,11.97,2.04,0.95,4.94,78.64,0.0,0.0,5.25,0.35,4.37,0.0,0.0,0.71,1.02,5.26,0.0,0.0,16.31,5.6,1.99,5.0,0.0,0.0,6.87,3.45,2.01,5.16,2.32,0.98,2.04,5.0,0.0,4.06,1.01,0.0,0.0,0.99,5.86,29.03,6.95,7.93,0.0,2.05,1.99,3.01,6.63,1.01,0.0,5.63,1.99,2.02,0.0,1.19,0.0,5.05,8.11,1.0,0.0,4.03,4.72,0.0,0.0,1.01,0.0,0.99,1.96,1.04,0.0,1.01,4.85,0.41,0.0,0.0,1.09,2.08,0.0,3.01,3.58,0.0,2.84,3.1,4.0,0.0,9.0,0.33,2.0,1.0,0.0,0.0,1.78,1.0,0.0,0.0,4.06,1.04,1.98,0.0,1.0,0.0,4.98,1.0,1.03,1.0,9.11,1.03,2.88,0.0,1.96,0.0,0.0,32.05,0.0,1.32,4.5,45.34,0.0,0.0,1.0,6.66,1.01,2.01
rps7,671.99,107.0,565.0,349.0,450.89,285.0,381.0,353.0,370.0,315.02,424.0,330.96,439.33,387.0,2.0,429.0,879.86,454.03,592.1,194.0,79.0,268.0,253.0,259.0,597.0,144.0,368.0,377.03,671.98,571.0,885.0,403.0,472.0,5.0,1217.32,261.0,813.98,434.74,488.6,707.0,569.0,748.0,451.0,496.0,503.99,458.06,1335.0,701.76,338.0,1019.94,590.0,1039.82,988.52,1178.58,793.99,170.0,659.35,1134.11,1244.0,465.0,624.0,441.0,1143.16,530.99,510.0,140.0,521.0,714.7,567.0,994.03,930.01,260.0,642.86,762.0,677.0,833.0,907.99,756.61,165.0,245.0,481.0,424.0,323.0,231.0,220.0,223.0,388.0,180.0,35.0,471.0,214.0,320.09,202.0,501.25,678.0,322.0,366.0,320.0,314.0,204.0,277.0,332.0,259.0,302.19,211.0,267.0,263.0,471.0,261.0,283.0,523.0,319.0,433.0,61.0,208.0,192.0,102.0,252.0,499.98,197.0,338.0,156.0,59.0,530.0,517.11,370.0,262.0,294.0,192.0,110.0,395.04,330.0,326.0,226.0,186.0,439.0,208.0,188.0,124.93,241.0,391.0,178.0,151.0,331.0,219.99,349.05,170.0,280.81,54.0,797.0,423.03,267.0,304.0,433.0,525.99,697.65,280.0,436.88,287.97,485.0,221.0,135.0,443.0,247.0,292.0,343.99,226.0,284.0,451.0,408.0,286.0,221.0,191.0,143.0,297.46,322.99,450.0,100.0,38.0,353.0,227.0,344.0,56.0,403.0,160.0,242.0,109.57,292.0
rps8,281.0,543.0,578.0,183.13,638.3,408.39,404.42,384.0,540.0,569.62,492.8,779.02,630.73,693.0,226.0,281.0,601.0,433.4,630.97,316.0,178.0,379.06,285.0,663.32,560.0,372.25,715.98,495.0,683.82,719.02,564.0,490.0,374.83,434.0,1098.98,425.0,973.0,1139.17,708.0,603.14,654.0,654.01,389.08,417.52,597.16,613.86,1187.72,685.12,596.0,735.41,709.0,1232.98,605.92,493.05,640.0,561.97,729.33,825.0,670.48,656.37,748.0,597.55,893.84,828.29,750.34,426.98,612.03,682.99,527.02,994.4,325.08,808.0,592.0,493.54,492.0,709.99,571.0,377.0,228.2,433.35,753.01,503.08,477.0,134.0,314.0,348.01,454.0,297.0,56.0,475.45,359.97,617.0,177.0,505.42,868.1,452.0,401.0,312.0,478.88,372.0,318.0,501.0,452.3,422.0,186.0,489.02,407.11,582.01,414.0,445.3,681.98,336.0,873.41,5.0,313.0,307.2,222.97,375.0,740.69,228.23,349.18,311.0,134.0,467.0,583.36,465.0,439.45,311.0,492.0,390.0,481.0,108.0,278.0,273.0,111.0,379.0,251.0,463.38,233.0,221.0,305.0,170.0,155.0,444.5,220.0,253.0,205.0,500.0,65.0,717.1,445.0,373.0,317.0,367.89,835.0,287.0,515.0,663.95,426.0,536.0,377.01,366.0,400.0,220.0,418.0,307.0,394.14,248.9,575.0,560.0,271.0,161.0,169.03,546.0,139.03,727.0,202.0,156.8,50.0,495.0,300.0,341.99,52.0,215.02,306.0,358.0,145.0,451.0
rps9,102.0,12.0,116.0,94.0,368.0,104.0,153.0,175.0,140.01,168.0,203.01,80.0,129.0,237.0,14.0,117.0,199.0,105.0,119.0,30.0,3.0,140.0,44.0,52.0,66.0,115.0,189.0,106.0,146.89,49.0,180.0,198.0,68.0,36.0,236.0,69.0,167.99,221.0,53.0,94.0,201.33,165.0,91.0,143.0,54.0,144.0,132.0,384.0,175.02,180.0,225.0,255.0,202.0,70.0,114.0,464.0,12.0,118.0,126.0,276.0,64.99,9.0,138.0,172.0,72.0,121.0,234.0,240.0,179.0,98.0,98.0,317.0,98.0,162.0,59.0,86.0,282.0,86.0,13.0,118.0,82.0,69.0,143.0,25.0,14.0,31.0,23.0,37.0,5.0,72.0,54.0,90.0,26.0,58.0,100.0,63.0,25.0,64.0,43.0,18.0,52.0,34.0,53.0,19.0,35.0,31.0,46.0,68.0,20.0,41.0,157.0,131.0,89.0,0.0,38.0,43.0,15.0,46.0,24.0,27.0,31.0,41.0,0.0,104.0,48.0,91.0,28.0,42.0,39.0,1.0,65.0,1.0,44.2,33.0,60.0,74.0,14.0,43.0,20.0,14.0,74.0,6.0,0.0,36.0,12.0,45.0,20.0,25.0,16.0,60.0,33.0,4.0,19.0,19.0,98.0,35.0,43.0,115.0,50.0,130.0,46.0,96.0,45.0,7.0,17.0,79.0,6.0,58.0,54.0,32.0,49.0,29.0,34.0,39.0,17.0,137.0,94.0,0.0,3.0,0.0,28.99,15.0,7.0,42.0,14.0,9.0,6.0,11.94
rpsa,632.01,681.98,983.0,112.4,390.98,104.0,490.0,656.0,252.0,862.08,204.0,703.12,237.0,649.62,253.0,937.04,759.0,302.04,715.56,388.0,347.89,300.33,322.0,539.0,1368.0,916.02,481.0,565.0,815.0,1045.05,596.0,515.0,656.1,230.0,593.77,652.02,441.0,568.0,307.0,811.0,1001.0,772.0,441.96,584.0,382.96,504.0,1270.0,1316.97,359.68,1656.2,1271.0,640.0,420.0,912.94,1073.01,316.0,844.98,435.96,1429.86,1237.0,1246.33,458.05,1051.12,986.95,595.97,433.0,1206.92,603.0,588.34,1257.0,620.0,567.01,367.0,1143.0,296.36,689.05,522.0,676.09,90.02,473.0,1232.99,539.0,1019.0,321.0,409.0,578.0,957.0,618.0,49.0,890.99,594.97,965.28,233.0,1285.6,1232.0,781.0,384.0,624.0,852.99,529.94,361.0,930.76,723.11,443.0,576.0,611.9,630.99,662.99,604.94,641.0,992.0,1067.43,420.0,4.0,571.0,443.34,289.0,781.98,1527.0,413.0,492.0,692.0,79.0,1128.0,1099.87,1053.03,717.0,805.0,735.19,709.0,1013.98,555.04,331.0,1001.89,590.0,372.0,251.0,386.0,382.0,737.42,365.0,357.0,618.0,685.0,50.0,802.98,529.0,746.01,423.0,890.0,767.0,511.0,214.0,806.0,961.96,665.02,291.0,1353.46,547.0,1142.0,424.0,536.0,846.99,542.99,692.0,783.02,569.3,748.0,711.0,991.87,1021.44,686.52,889.25,710.01,197.0,1135.99,415.0,877.89,189.0,1471.36,563.2,360.0,82.0,415.0,624.05,549.43,236.0,587.83
rptor,0.0,0.0,1.0,3.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,0.0,0.0,3.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,28.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
rpusd1,0.0,2.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,78.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,82.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rpusd2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233.59,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,81.01,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,21.0,120.0,0.0,0.0,2.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,24.0,0.0,74.0,0.0,0.0,0.0,77.99,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,73.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
