Gene1,Gene2
IKZF1,CHP1
IKZF1,ATL2
IKZF1,TRMT6
IKZF1,UHRF1
IKZF1,KIF22
IKZF1,TMEM64
IKZF1,NDRG1
IKZF1,MYC
IKZF1,RABGGTB
IKZF1,MYO1G
IKZF1,IL15
IKZF1,STAT3
IKZF1,SPTLC1
IKZF1,PRDM4
IKZF1,UTP4
IKZF1,ZBTB43
IKZF1,MARCH5
IKZF1,RGS2
IKZF1,PNO1
IKZF1,ELOVL1
IKZF1,INPP1
IKZF1,SRSF1
IKZF1,CKS1B
IKZF1,CYP20A1
IKZF1,MINPP1
IKZF1,MCM2
IKZF1,LCP2
IKZF1,PTPN12
IKZF1,UAP1L1
IKZF1,SMARCA2
IKZF1,CENPK
IKZF1,LSP1
IKZF1,ZFP367
IKZF1,UBASH3A
IKZF1,MYCN
IKZF1,VKORC1L1
IKZF1,PSMD6
IKZF1,PIK3C3
IKZF1,SCRN3
IKZF1,CRYZL2
IKZF1,BUB3
IKZF1,RABIF
IKZF1,EXOC3
IKZF1,AAR2
IKZF1,SERPINB6B
IKZF1,P2RX4
IKZF1,GIMAP1
IKZF1,ATP11C
IKZF1,POLR2B
IKZF1,GTF2E1
IKZF1,DLST
IKZF1,BTRC
IKZF1,SNRNP200
IKZF1,GSR
IKZF1,DOCK2
IKZF1,HMGB2
IKZF1,GYPC
IKZF1,CPOX
IKZF1,XPR1
IKZF1,AHCYL1
IKZF1,LZTR1
IKZF1,D230025D16RIK
IKZF1,CNOT7
IKZF1,ITSN1
IKZF1,GPSM2
IKZF1,CCNB2
IKZF1,TMEM177
IKZF1,IARS
IKZF1,VPS35
IKZF1,PRPF4
IKZF1,ORC6
IKZF1,FADS1
IKZF1,TRPS1
IKZF1,PLAA
IKZF1,CHMP7
IKZF1,TOP2A
IKZF1,PRKCQ
IKZF1,HELLS
IKZF1,CBFB
IKZF1,PACS1
IKZF1,GPKOW
IKZF1,EPSTI1
IKZF1,ANAPC2
IKZF1,SLC43A1
IKZF1,IL27RA
IKZF1,IRF1
IKZF1,NSMAF
IKZF1,FBXO5
IKZF1,PCLAF
IKZF1,CYB5R1
IKZF1,ITFG1
IKZF1,MNS1
IKZF1,MCM7
IKZF1,NFKBIA
IKZF1,THUMPD3
IKZF1,NOLC1
IKZF1,KLF3
IKZF1,PRKAR2B
IKZF1,ADAMTS10
IKZF1,ID2
IKZF1,HSDL1
IKZF1,CERS5
IKZF1,ST8SIA4
IKZF1,CENPA
IKZF1,ETS1
IKZF1,UAP1
IKZF1,PDE4B
IKZF1,DRAM2
IKZF1,CEPT1
IKZF1,ATP13A1
IKZF1,APEH
IKZF1,PQLC1
IKZF1,BID
IKZF1,HDAC7
IKZF1,OSTM1
IKZF1,ZFP451
IKZF1,MEF2C
IKZF1,APLP2
IKZF1,EBF1
IKZF1,RMND5A
IKZF1,NDC1
IKZF1,CKAP5
IKZF1,COPS8
IKZF1,SLC30A6
IKZF1,LIG1
IKZF1,WDR4
IKZF1,CD84
IKZF1,D1ERTD622E
IKZF1,POLR3F
IKZF1,CDCA4
IKZF1,RNF141
IKZF1,SP100
IKZF1,GRN
IKZF1,JAK3
IKZF1,FECH
IKZF1,GMCL1
IKZF1,NUP85
IKZF1,INCENP
IKZF1,GMNN
IKZF1,RANGAP1
IKZF1,DCAF11
IKZF1,DNM1L
IKZF1,GTF2H1
IKZF1,COLGALT1
IKZF1,HEMGN
IKZF1,ITIH5
IKZF1,SPC25
IKZF1,HDAC2
IKZF1,TCIRG1
IKZF1,FOXO1
IKZF1,QARS
IKZF1,EFTUD2
IKZF1,PIGQ
IKZF1,NCAPH
IKZF1,ENPP4
IKZF1,ST3GAL6
IKZF1,TMEM129
IKZF1,TACC3
IKZF1,NAGA
IKZF1,MCM5
IKZF1,SLC39A10
IKZF1,NCAPD2
IKZF1,RNF4
IKZF1,WARS
IKZF1,CALCRL
IKZF1,APBB1
IKZF1,RGCC
IKZF1,CNP
IKZF1,SASH3
IKZF1,VPS11
IKZF1,LPIN2
IKZF1,ABHD16A
IKZF1,E2F4
IKZF1,PWP2
IKZF1,CD55
IKZF1,UROD
IKZF1,AK3
IKZF1,CACFD1
IKZF1,UROS
IKZF1,GSS
IKZF1,LDAH
IKZF1,KIF11
IKZF1,FAAP100
IKZF1,IFITM1
IKZF1,MFGE8
IKZF1,KIDINS220
IKZF1,AP1B1
IKZF1,TUBGCP2
IKZF1,PGM1
IKZF1,COPB2
IKZF1,ZFP266
IKZF1,XPNPEP1
IKZF1,GARS
IKZF1,NARF
IKZF1,CD48
IKZF1,TWSG1
IKZF1,ZMYM3
IKZF1,ZFP672
IKZF1,RCOR1
IKZF1,MOGS
IKZF1,BTG2
IKZF1,ABCD3
IKZF1,COQ8A
IKZF1,C330018D20RIK
IKZF1,NASP
IKZF1,LYRM4
IKZF1,CUL4A
IKZF1,CNIH1
IKZF1,HPCAL1
IKZF1,NDE1
IKZF1,CCDC137
IKZF1,CASP3
IKZF1,PLK1
IKZF1,MYB
IKZF1,SLC25A45
IKZF1,NEK9
IKZF1,ADO
IKZF1,INTS8
IKZF1,DPH6
IKZF1,STK25
IKZF1,CDC45
IKZF1,NAE1
IKZF1,ALG9
IKZF1,RRM2
IKZF1,HSPH1
IKZF1,ORC2
IKZF1,PRPS2
IKZF1,BUB1B
IKZF1,ERCC8
IKZF1,PHF10
IKZF1,ZEB2
IKZF1,LMNA
IKZF1,WDR75
IKZF1,ADSSL1
IKZF1,HARS
IKZF1,HARS2
IKZF1,IFT140
IKZF1,GM2A
IKZF1,ODC1
IKZF1,IFI203
IKZF1,BYSL
IKZF1,ARHGEF18
IKZF1,WDR5
IKZF1,GNPDA1
IKZF1,TRPV2
IKZF1,CTPS
IKZF1,ZFP397
IKZF1,HNRNPAB
IKZF1,CENPF
IKZF1,RCC1
IKZF1,PSAT1
IKZF1,SETD2
IKZF1,PKM
IKZF1,PUS7
IKZF1,SEPT8
IKZF1,DUSP1
IKZF1,ARMC8
IKZF1,XAB2
IKZF1,CCNE2
IKZF1,MIEF1
IKZF1,YBX3
IKZF1,BCAP29
IKZF1,MTHFD1
IKZF1,CD1D1
IKZF1,SUPT7L
IKZF1,NIT1
IKZF1,WDR6
IKZF1,NT5DC1
IKZF1,ABCF3
IKZF1,UBA5
IKZF1,NFATC2
IKZF1,ADK
IKZF1,YPEL3
IKZF1,METAP1D
IKZF1,CLIC4
IKZF1,PIK3IP1
IKZF1,PRIM1
IKZF1,FASTKD2
IKZF1,CARHSP1
IKZF1,P2RY14
IKZF1,RFC5
IKZF1,HMBS
IKZF1,RAD21
IKZF1,CCNF
IKZF1,ZFP275
IKZF1,SATB1
IKZF1,CERS4
IKZF1,CAD
IKZF1,PDK3
IKZF1,TRIB2
IKZF1,NOTCH1
IKZF1,PMPCA
IKZF1,ALDH18A1
IKZF1,COG7
IKZF1,SLC39A9
IKZF1,TMEM206
IKZF1,MYH10
IKZF1,TRIM47
IKZF1,POLR1B
IKZF1,AFF4
IKZF1,CCNG1
IKZF1,NET1
IKZF1,HAGH
IKZF1,HSPA4L
IKZF1,ZFP639
IKZF1,MTO1
IKZF1,DECR1
IKZF1,BUB1
IKZF1,LRRC14
IKZF1,NUBP2
IKZF1,NCLN
IKZF1,CRIP2
IKZF1,MGST3
IKZF1,PWP1
IKZF1,RNF213
IKZF1,RNF13
IKZF1,EGR1
IKZF1,NECAP2
IKZF1,MRM1
IKZF1,FBXW5
IKZF1,FGFR1OP
IKZF1,RNF115
IKZF1,MAPK9
IKZF1,SCARB1
IKZF1,RNASE6
IKZF1,HDGF
IKZF1,THRB
IKZF1,FES
IKZF1,LYZ2
IKZF1,KPNA3
IKZF1,BC005561
IKZF1,TMEM164
IKZF1,TRIB3
IKZF1,HLF
IKZF1,CPT2
IKZF1,UBE2C
IKZF1,SESN1
IKZF1,TMEM176B
IKZF1,TMEM176A
IKZF1,IL21R
IKZF1,COG6
IKZF1,PHACTR2
IKZF1,TMEM263
IKZF1,PITRM1
IKZF1,ANGPT1
IKZF1,PAK1
IKZF1,STAP1
IKZF1,PACSIN2
IKZF1,ASNS
IKZF1,RASA3
IKZF1,LAP3
IKZF1,HACD3
IKZF1,ABCG2
IKZF1,ZYX
IKZF1,TVP23B
IKZF1,H2-OB
IKZF1,CUL2
IKZF1,AURKB
IKZF1,TOM1L1
IKZF1,SSX2IP
IKZF1,TERF2IP
IKZF1,HDAC11
IKZF1,MNDAL
IKZF1,NUSAP1
IKZF1,NR4A1
IKZF1,SPPL2B
IKZF1,ALDH9A1
IKZF1,ATP6AP2
IKZF1,RPA1
IKZF1,PLIN2
IKZF1,ARHGAP15
IKZF1,ZFP467
IKZF1,ERLIN1
IKZF1,VHL
IKZF1,SNCA
IKZF1,CCNE1
IKZF1,ATP7B
IKZF1,ALG11
IKZF1,SLC43A3
IKZF1,NELFB
IKZF1,PSEN1
IKZF1,HCFC1
IKZF1,PPM1H
IKZF1,GOLT1B
IKZF1,FOS
IKZF1,PTGS1
IKZF1,MIOS
IKZF1,FAM168B
IKZF1,SLC20A1
IKZF1,CDC6
IKZF1,MARCH8
IKZF1,ASB8
IKZF1,NGLY1
IKZF1,RPAP1
IKZF1,DCTD
IKZF1,EIF1AD
IKZF1,SPC24
IKZF1,FTSJ3
IKZF1,ZFP961
IKZF1,CYTIP
IKZF1,IDH3A
IKZF1,ANXA4
IKZF1,RAB37
IKZF1,LLGL1
IKZF1,MARCH6
IKZF1,LMO4
IKZF1,SLC11A2
IKZF1,TYK2
IKZF1,CASP1
IKZF1,RNF139
IKZF1,PRKAA1
IKZF1,PRELID3B
IKZF1,CD82
IKZF1,VAV1
IKZF1,TAF12
IKZF1,ATG4B
IKZF1,ABCB4
IKZF1,POLA2
IKZF1,MCM10
IKZF1,CYB5R3
IKZF1,CDCA3
IKZF1,UBE2G2
IKZF1,ISYNA1
IKZF1,ARHGEF6
IKZF1,USP4
IKZF1,TSPAN3
IKZF1,STT3B
IKZF1,VPS41
IKZF1,TRIM59
IKZF1,ZKSCAN3
IKZF1,PTCD3
IKZF1,GMPR
IKZF1,TSC22D3
IKZF1,FAM91A1
IKZF1,WDR55
IKZF1,UBAC1
IKZF1,H2-DMB1
IKZF1,BLZF1
IKZF1,MAN1A
IKZF1,KNSTRN
IKZF1,G6PDX
IKZF1,IRF8
IKZF1,GOLM1
IKZF1,RDH11
IKZF1,NRF1
IKZF1,GOLPH3
IKZF1,CTR9
IKZF1,IARS2
IKZF1,SGPP1
IKZF1,LTB
IKZF1,INKA1
IKZF1,EPAS1
IKZF1,DHFR
IKZF1,SLC6A6
IKZF1,ZBTB10
IKZF1,PCYT2
IKZF1,USP25
IKZF1,KLHL22
IKZF1,TLK1
IKZF1,L2HGDH
IKZF1,UMPS
IKZF1,NPLOC4
IKZF1,ST3GAL5
IKZF1,BLVRB
IKZF1,RHOF
IKZF1,PPP2R1B
IKZF1,AP1G2
IKZF1,TAF1
IKZF1,TM7SF3
IKZF1,GBP2
IKZF1,CRNKL1
IKZF1,MED16
IKZF1,SLA
IKZF1,AMPD3
IKZF1,INPP5B
IKZF1,ZFP30
IKZF1,SGPL1
IKZF1,DPH2
IKZF1,ELF4
IKZF1,LDHB
IKZF1,ESR1
IKZF1,ELP2
IKZF1,RMND5B
IKZF1,CYTH3
IKZF1,GCLC
IKZF1,PML
IKZF1,RAI14
IKZF1,TFR2
IKZF1,MT2
IKZF1,SEPT6
IKZF1,DOK2
IKZF1,NUP88
IKZF1,DENND2D
IKZF1,POGLUT1
IKZF1,ANXA6
IKZF1,STARD10
IKZF1,PLBD2
IKZF1,ZFP871
IKZF1,GORASP1
IKZF1,GYPA
IKZF1,SQLE
IKZF1,LPCAT1
IKZF1,GCNT2
IKZF1,MYO1D
IKZF1,TPX2
IKZF1,SUN1
IKZF1,RGS1
IKZF1,MFN2
IKZF1,STX17
IKZF1,ZFP592
IKZF1,MEMO1
IKZF1,AFG3L2
IKZF1,VWA5A
IKZF1,SLC19A1
IKZF1,ELL2
IKZF1,KLF1
IKZF1,SPRYD4
IKZF1,BMI1
IKZF1,TCN2
IKZF1,E2F6
IKZF1,RORC
IKZF1,TPP1
IKZF1,HEXA
IKZF1,ZFP36
IKZF1,MCTP1
IKZF1,UBL4A
IKZF1,CBX7
IKZF1,NUPR1
IKZF1,UGCG
IKZF1,CPT1A
IKZF1,MAN2A2
IKZF1,DCAF4
IKZF1,PLD3
IKZF1,CREB5
IKZF1,EBI3
IKZF1,RPP40
IKZF1,FAM234B
IKZF1,PLXNC1
IKZF1,PLAG1
IKZF1,RORA
IKZF1,YBX1
IKZF1,DDX58
IKZF1,GPR171
IKZF1,TNFAIP2
IKZF1,EMB
IKZF1,ATP1B2
IKZF1,FTSJ1
IKZF1,EIF4ENIF1
IKZF1,PRPS1
IKZF1,TGM2
IKZF1,SOX6
IKZF1,NFATC1
IKZF1,MT1
IKZF1,GANAB
IKZF1,SMAD2
IKZF1,NR2C1
IKZF1,PADI4
IKZF1,SERPINB1A
IKZF1,RAB31
IKZF1,EDC3
IKZF1,USP10
IKZF1,APOE
IKZF1,ST6GALNAC4
IKZF1,RAB32
IKZF1,NUDT4
IKZF1,MTFR1
IKZF1,MRPL37
IKZF1,HDAC9
IKZF1,TENT5A
IKZF1,SLC29A1
IKZF1,HMMR
IKZF1,STOM
IKZF1,TSPAN33
IKZF1,MBOAT2
IKZF1,TAPT1
IKZF1,MEIS1
IKZF1,KLHL23
IKZF1,TLE2
IKZF1,TMEM97
IKZF1,SNX10
IKZF1,GRINA
IKZF1,METTL27
IKZF1,F11R
IKZF1,PLEK
IKZF1,PRSS50
IKZF1,SPNS2
IKZF1,PPARGC1A
IKZF1,GNB4
IKZF1,FNTA
IKZF1,ANKRD27
IKZF1,NEURL3
IKZF1,PEAR1
IKZF1,PBX1
IKZF1,SPIRE1
IKZF1,HACD4
IKZF1,SLC41A3
IKZF1,EMILIN1
IKZF1,FLOT2
IKZF1,CASP4
IKZF1,PRDM5
IKZF1,BAG2
IKZF1,SLC44A2
IKZF1,NSD2
IKZF1,SVIP
IKZF1,MAPKAPK3
IKZF1,NFIA
IKZF1,IRF6
IKZF1,TEAD3
IKZF1,TXNRD2
IKZF1,ABCB10
IKZF1,XRCC3
IKZF1,DYNLT3
IKZF1,SLC18A2
IKZF1,SELENBP1
IKZF1,COL5A1
IKZF1,EPOR
IKZF1,LY6A
IKZF1,AQP9
IKZF1,BATF2
IKZF1,CTTN
IKZF1,BTK
IKZF1,IFI44
IKZF1,CNN2
IRF1,CTSO
IRF1,RTP4
IRF1,OASL2
IRF1,UBA7
IRF1,NCLN
IRF1,CMPK2
IRF1,SERPINB9
IRF1,SNX10
IRF1,ABHD16A
IRF1,ISG20
IRF1,GBP2
IRF1,SPPL2A
IRF1,RFESD
IRF1,BID
IRF1,ZFP945
IRF1,RNF141
IRF1,CASP1
IRF1,TCP11L2
IRF1,WARS
IRF1,HDAC2
IRF1,IL15
IRF1,UROS
IRF1,ATAD1
IRF1,BLVRB
IRF1,TLR4
IRF1,SCFD1
IRF1,NAE1
IRF1,CUL2
IRF1,FOS
IRF1,RNF213
IRF1,NAMPT
IRF1,ATG12
IRF1,AP3S1
IRF1,PTDSS1
IRF1,ANGPT1
IRF1,VWA5A
IRF1,PTCD3
IRF1,UNC93B1
IRF1,CENPE
IRF1,TOP2A
IRF1,PIK3IP1
IRF1,P2RY14
IRF1,BATF2
IRF1,TCIRG1
IRF1,DDX58
IRF1,EPSTI1
IRF1,RNF115
IRF1,ASAH1
IRF1,SELENOP
IRF1,DLST
IRF1,MCM4
IRF1,ARMC8
IRF1,SP100
IRF1,CPQ
IRF1,ST6GALNAC4
IRF1,MYNN
IRF1,LRRFIP1
IRF1,TRIM30A
IRF1,CDCA3
IRF1,SACM1L
IRF1,2610301B20RIK
IRF1,IFI204
IRF1,NUDT19
IRF1,CHMP3
IRF1,DHFR
IRF1,FAR1
IRF1,HUS1
IRF1,ETS1
IRF1,RARS
IRF1,SCARF1
IRF1,RMND5A
IRF1,ARL6IP6
IRF1,TCF12
IRF1,IFI203
IRF1,MNDAL
IRF1,SMARCA2
IRF1,GNA13
IRF1,KLF3
IRF1,IFT140
IRF1,TOX4
IRF1,IRF5
IRF1,TWSG1
IRF1,DENND2D
IRF1,IFI44
IRF1,ARHGEF6
IRF1,MARCH5
IRF1,ANKFY1
IRF1,RNF139
IRF1,MEF2C
IRF1,TERF2IP
IRF1,CD84
IRF1,CASP4
IRF1,ESR1
IRF1,UBAP1
IRF1,LANCL2
IRF1,CPT1A
IRF1,TMX3
IRF1,ATP13A1
IRF1,THRB
IRF1,LPIN2
IRF1,RNASE6
IRF1,GCNT2
IRF1,CDT1
IRF1,TOR3A
IRF1,KLHL22
IRF1,GNB4
IRF1,PSMF1
IRF1,H2-OB
IRF1,NFAT5
IRF1,RABIF
IRF1,PLXNC1
IRF1,LCP1
IRF1,PACSIN2
IRF1,ABCB10
IRF1,TBC1D2B
IRF1,FOXRED1
IRF1,FCHSD2
IRF1,STOM
IRF1,DNAJC5
IRF1,AMPD3
IRF1,EIF1AD
IRF1,RFC5
IRF1,MED16
IRF1,MEIS1
IRF1,SUPT7L
IRF1,RARB
IRF1,NUDT9
IRF1,SNRNP200
IRF1,SP4
IRF1,GYPC
IRF1,LCP2
IRF1,SEPT6
IRF1,SEH1L
IRF1,RNF4
IRF1,DEK
IRF1,PLAG1
IRF1,WLS
IRF1,RDH11
IRF1,MAP4K2
IRF1,TIMM29
IRF1,XPR1
IRF1,9430015G10RIK
IRF1,OTUD6B
IRF1,FES
IRF1,MFSD1
IRF1,RCOR1
IRF1,CD1D1
IRF1,SERPINA3G
IRF1,SHCBP1
IRF1,CUL4A
IRF1,NARFL
IRF1,PML
IRF1,ATP11C
IRF1,IFRD2
IRF1,STXBP1
IRF1,EZR
IRF1,VPS11
IRF1,NFATC1
IRF1,CLIC4
IRF1,INPP5B
IRF1,CASP2
IRF1,DNAJC11
IRF1,USF3
IRF1,BUB1B
IRF1,GTF3C3
IRF1,DCP1A
IRF1,TANGO2
IRF1,ZEB2
IRF1,RAD51AP1
IRF1,CTSC
IRF1,POLE3
IRF1,TNFAIP8
IRF1,LPCAT1
IRF1,STAT3
IRF1,TRIB2
IRF1,SLC29A1
IRF1,REXO4
IRF1,ALG9
IRF1,AFF4
IRF1,EGR1
IRF1,DNAJC10
IRF1,PCCA
IRF1,ANXA1
IRF1,NUF2
IRF1,TRMT2A
IRF1,PRDM16
IRF1,CBFB
IRF1,RANGAP1
IRF1,ZFP592
IRF1,MORC3
IRF1,TAF1
IRF1,LLGL1
IRF1,E2F4
IRF1,TMEM164
IRF1,DNM1L
IRF1,TMC6
IRF1,POLR3F
IRF1,JPT2
IRF1,COPS8
IRF1,MFSD14B
IRF1,TMEM129
IRF1,TACC3
IRF1,G6PDX
IRF1,LDAH
IRF1,PA2G4
IRF1,STAP1
IRF1,ENDOD1
IRF1,NIF3L1
IRF1,CDCA8
IRF1,PTPN12
IRF1,DUS1L
IRF1,MFN2
IRF1,HCLS1
IRF1,SEC23IP
IRF1,LMO4
IRF1,PLEK
IRF1,GSR
IRF1,CLCN4
IRF1,STT3B
IRF1,ACAA2
IRF1,NUDCD1
IRF1,COPB1
IRF1,PDE4B
IRF1,NCAPD2
IRF1,MIS18BP1
IRF1,PRMT7
IRF1,D10WSU102E
IRF1,CALCRL
IRF1,WDR75
IRF1,ZBTB20
IRF1,DCAF13
IRF1,PLEC
IRF1,ELAC2
IRF1,VKORC1L1
IRF1,TBCD
IRF1,XPC
IRF1,SRSF1
IRF1,GNG11
IRF1,ZYX
IRF1,INKA1
IRF1,MSH6
IRF1,PIGQ
IRF1,NDEL1
IRF1,CTSE
IRF8,ALG9
IRF8,TLR4
IRF8,IRF5
IRF8,ZEB2
IRF8,CNP
IRF8,CASP1
IRF8,RTP4
IRF8,NAPSA
IRF8,CTSE
IRF8,EXOC2
IRF8,RBPMS
IRF8,LSP1
IRF8,SLC14A1
IRF8,CD84
IRF8,CMPK2
IRF8,GATM
IRF8,CTSC
IRF8,FOXRED1
IRF8,OASL2
IRF8,ZFP945
IRF8,FES
IRF8,ELMO1
IRF8,CENPA
IRF8,GIMAP6
IRF8,ISG20
IRF8,XRCC5
IRF8,NCEH1
IRF8,ARID3B
IRF8,GBP2
IRF8,NAGA
IRF8,METTL7A1
IRF8,RNF213
IRF8,ARL8B
IRF8,ITFG1
IRF8,CASP2
IRF8,UBA7
IRF8,UNC93B1
IRF8,HCLS1
IRF8,DEK
IRF8,TRIM30A
IRF8,SNX10
IRF8,CD74
IRF8,ANKFY1
IRF8,MAVS
IRF8,NAMPT
IRF8,SKAP2
IRF8,DNAJC10
IRF8,IFI204
IRF8,E2F8
IRF8,ARHGEF6
IRF8,EPSTI1
IRF8,BLVRB
IRF8,RFESD
IRF8,PICALM
IRF8,CLN5
IRF8,GOSR2
IRF8,TIFA
IRF8,PACSIN2
IRF8,RAB32
IRF8,FTSJ3
IRF8,MEF2C
IRF8,SLC25A45
IRF8,ATAD1
IRF8,SLC39A9
IRF8,TOX4
IRF8,NEK9
IRF8,P2RY14
IRF8,SELENOP
IRF8,ARMC8
IRF8,APOE
IRF8,SPPL2A
IRF8,EBI3
IRF8,CYTIP
IRF8,SERPINB9
IRF8,VWA5A
IRF8,RAD51AP1
IRF8,ME2
IRF8,HELLS
IRF8,ZFP62
IRF8,IKZF1
IRF8,ANGPT1
IRF8,NIF3L1
IRF8,WARS
IRF8,CAST
IRF8,TREML2
IRF8,IFI203
IRF8,RNASE6
IRF8,CD48
IRF8,NSD2
IRF8,ST6GALNAC4
IRF8,TCIRG1
IRF8,HAGH
IRF8,AMPD3
IRF8,SP100
IRF8,RARB
IRF8,HUS1
IRF8,TASP1
IRF8,BLZF1
IRF8,PML
IRF8,CPQ
IRF8,CTSO
IRF8,ENDOD1
IRF8,TNFAIP8
IRF8,NFATC2
IRF8,NAE1
IRF8,INTS13
IRF8,CTTN
IRF8,BID
IRF8,NUBP2
IRF8,MIS12
IRF8,VPS41
IRF8,TBC1D10C
IRF8,NDRG1
IRF8,HNRNPLL
IRF8,LCP1
IRF8,ANAPC4
IRF8,CDCA4
IRF8,OAT
IRF8,SLC35A1
IRF8,CTLA2B
IRF8,CD82
IRF8,NCLN
IRF8,RNF115
IRF8,H2-OB
IRF8,TMX3
IRF8,MNDAL
IRF8,ZKSCAN6
IRF8,DDX20
IRF8,COA5
IRF8,DCP1A
IRF8,DENND2D
IRF8,NUDT19
IRF8,LPIN2
IRF8,TRPV2
IRF8,P2RX4
IRF8,CDCA5
IRF8,WDR36
IRF8,PLIN2
IRF8,TRMT2A
IRF8,ABHD16A
IRF8,TMEM173
IRF8,ARHGAP4
IRF8,CNOT10
IRF8,GYG
IRF8,PSEN1
IRF8,EIF4ENIF1
IRF8,PJA2
IRF8,NFAT5
IRF8,WDR5
IRF8,ELAC2
IRF8,DPP8
IRF8,ZDHHC13
IRF8,FAM76B
IRF8,TMEM206
IRF8,BTK
IRF8,ZDHHC6
IRF8,TFG
IRF8,ZFP367
IRF8,XRCC6
IRF8,PLEK
IRF8,EIF1AD
IRF8,RNF139
IRF8,SCARB1
IRF8,SLC6A6
IRF8,NELFB
IRF8,GALK2
IRF8,CD1D1
IRF8,ELP3
IRF8,QARS
IRF8,LCP2
IRF8,PSMF1
IRF8,GFI1B
IRF8,MYO1G
IRF8,EZR
IRF8,LDHB
IRF8,ABCB8
IRF8,RNF141
IRF8,CYTH4
IRF8,SERPINA3G
IRF8,FGFR1OP
IRF8,DUS1L
IRF8,WDR75
IRF8,CYB5R1
IRF8,CCDC137
IRF8,NUF2
IRF8,SRSF1
IRF8,HARS2
IRF8,HARS
IRF8,ABL1
IRF8,UMPS
IRF8,FZR1
IRF8,TCF19
IRF8,TES
IRF8,METAP1
IRF8,SUPT7L
IRF8,HEMGN
IRF8,HACD4
IRF8,TIMM29
IRF8,MCM7
IRF8,PLIN3
IRF8,RPRD1B
IRF8,REXO4
IRF8,PRIM2
IRF8,BCAP29
IRF8,NUDCD3
IRF8,ZFP35
IRF8,PCYT1A
IRF8,CREB5
IRF8,STX12
IRF8,ARHGAP15
IRF8,KIF22
IRF8,GUSB
IRF8,HACD3
IRF8,MCM4
IRF8,CASP3
IRF8,GIMAP5
IRF8,VPS33B
IRF8,SMIM15
IRF8,GNB4
IRF8,ETF1
IRF8,MORC3
IRF8,SNRNP200
IRF8,TBXAS1
IRF8,PTGS1
IRF8,OPTN
IRF8,CUL4A
IRF8,KLHL24
IRF8,ALDH18A1
IRF8,BUB1B
IRF8,UGCG
IRF8,CNIH1
IRF8,ATL2
IRF8,MARS
IRF8,NDOR1
IRF8,B230219D22RIK
IRF8,WLS
IRF8,TCF12
IRF8,ZFP672
IRF8,DENND1C
IRF8,CCNE2
IRF8,ERLIN2
IRF8,CEP70
IRF8,CENPK
IRF8,GTF3C3
IRF8,PKM
IRF8,CHP1
IRF8,ZFP871
IRF8,OTUD6B
IRF8,NUDCD1
IRF8,PIK3IP1
IRF8,TRMT6
IRF8,SMC2
IRF8,CBFB
IRF8,KIF20B
IRF8,BTAF1
IRF8,NOP2
IRF8,BATF2
IRF8,EPS15
IRF8,ENPP4
IRF8,COPG1
IRF8,C330018D20RIK
IRF8,GMFB
IRF8,CKAP2L
IRF8,CYB5R3
IRF8,D1ERTD622E
IRF8,NOTCH1
IRF8,UBR7
IRF8,USF3
IRF8,CAPN7
IRF8,PIK3C3
IRF8,DNM1L
IRF8,TBL3
IRF8,E2F4
IRF8,DOK2
IRF8,UCKL1
IRF8,GYPC
IRF8,WDR73
IRF8,CCNG1
IRF8,NAA50
IRF8,ATP6V1A
IRF8,DOCK2
IRF8,STK25
IRF8,ATAD2
IRF8,NUP155
IRF8,KNSTRN
IRF8,ATP6AP2
IRF8,PSAT1
IRF8,UBAP1
IRF8,MIS18BP1
IRF8,FBXW5
IRF8,GTF2H1
IRF8,CERS5
IRF8,CENPO
IRF8,1700017B05RIK
IRF8,METTL8
IRF8,XPC
IRF8,UBA5
IRF8,GCNT2
IRF8,FOS
IRF8,CENPF
IRF8,TMC6
IRF8,SCARF1
IRF8,PON2
IRF8,CIPC
IRF8,PTPN12
IRF8,BUB1
IRF8,SPHK1
IRF8,RANGAP1
IRF8,LMBRD1
IRF8,DUSP2
IRF8,STT3B
IRF8,USP10
IRF8,CHORDC1
IRF8,RPP40
IRF8,TSPAN14
IRF8,CDCA3
IRF8,VPS33A
IRF8,STAP1
IRF8,PQLC1
IRF8,TMEM68
IRF8,SLC39A10
IRF8,AURKA
IRF8,HSPH1
IRF8,SVIP
IRF8,CDK19
IRF8,TMX1
IRF8,MEIS1
IRF8,ACSS2
IRF8,SACM1L
IRF8,PRPF4
IRF8,NFE2L2
IRF8,CALCRL
IRF8,VAV1
IRF8,USP8
IRF8,CLCN4
IRF8,BIRC5
IRF8,SLC30A6
IRF8,PSMD6
IRF8,FCHSD2
IRF8,D10WSU102E
IRF8,PPIL4
IRF8,FEM1B
IRF8,ATP1B2
IRF8,NT5DC1
IRF8,NEDD1
IRF8,PRDM4
IRF8,NUP107
IRF8,SLC41A3
IRF8,DHX33
IRF8,PPP6C
IRF8,CPT2
IRF8,HDGF
IRF8,SMARCA2
IRF8,AQP9
IRF8,PHAX
IRF8,ZKSCAN3
IRF8,PIGQ
IRF8,ZBTB20
IRF8,POT1A
IRF8,EXOC3
IRF8,PRKAB1
IRF8,CLPTM1L
IRF8,AAR2
IRF8,TRPS1
IRF8,SGPL1
IRF8,RASSF5
IRF8,KAT7
IRF8,ESR1
IRF8,EIF2B1
IRF8,ANKRD27
IRF8,CASP4
IRF8,RNF4
IRF8,INPP5B
IRF8,TBCD
IRF8,PHB2
IRF8,CENPE
IRF8,ORC5
