Gene1	Gene2	EdgeWeight
SSB	E2F7	0.0014517633244395256
SMG6	DSCC1	0.0014517579693347216
CBX3	ZFYVE16	0.0014516653027385473
NFATC3	KLHL12	0.0014516334049403667
DACH1	CUX1	0.0014516223454847932
BCLAF1	ESCO2	0.0014515802031382918
POLR1A	EEF1A1	0.00145158008672297
DNAJC2	ANKRD1	0.0014515711227431893
LMO2	E2F7	0.0014515185030177233
DNMT1	U2AF1	0.001451493357308209
RFXANK	LMO3	0.0014514555223286152
HNRNPK	PGR	0.0014514097711071372
CRX	APC	0.0014513676287606359
MLLT6	ASB9	0.0014512425987049935
LDB2	ETV3	0.001451171818189323
POLR1A	CENPK	0.0014511141926050186
NHLH2	PITX2	0.0014511074405163527
MCM2	TBX20	0.0014510992914438248
HNRNPK	BLM	0.00145109579898417
LDB2	MYOCD	0.001451051328331232
CREB3L2	SOS2	0.0014510400360450149
BCL11A	UNC5D	0.0014510378241539
FOXH1	NUP35	0.0014510375913232565
SNAPC4	GRHL1	0.0014510307228192687
CCND1	DKK1	0.0014509886968880892
H1F0	SLA2	0.0014509801985695956
YAF2	CHAF1A	0.0014509729808196425
PA2G4	FBXO5	0.0014508371241390705
TCF4	NCAPG	0.001450820011086762
MYBL2	JUND	0.0014508197782561185
RBMX	ZFHX3	0.0014508144231513145
POLR1B	HCFC1	0.0014508027816191313
ILF3	ZNF202	0.0014507939340546727
POLR2A	HOPX	0.0014507865998893974
MCM6	ERCC6L	0.0014507323503494265
TCF7L1	APBB1	0.0014507294399663804
GATAD2A	HAND2	0.0014507139567285776
ALYREF	CUL1	0.0014507125597447155
RARG	FOXD3	0.0014506860170513391
NANOG	ZNF160	0.0014506817096844316
NFATC3	ZNF764	0.001450667274184525
EEF1A1	SOX3	0.0014506091829389336
NFKBIB	GATA6	0.001450595329515636
TFDP1	ZNF589	0.00145057518966496
SOX5	NRIP1	0.0014505165163427591
MECOM	E2F3	0.0014504091814160347
POU2F1	MATN3	0.0014504007995128634
POLR2K	REV3L	0.0014503869460895658
ZNF764	PRICKLE1	0.0014503549318760633
UPF2	NONO	0.001450331532396376
SNAI2	ZCCHC11	0.0014503312995657325
POLR3E	TRUB1	0.0014503307174891233
ZNF587	DNMT3A	0.0014503179118037224
BRWD1	PPARGC1B	0.0014503056881949306
MCM2	SNAPC3	0.0014502970734611154
SNRPD1	NR3C1	0.0014502722769975662
ETV3	DDX54	0.0014502310659736395
SNAPC4	SMARCC1	0.0014502042904496193
KAT7	TAF1L	0.0014501722762361169
DNMT3B	XRCC6	0.0014501529512926936
POU3F1	XRCC6	0.001450109644792974
TRIP13	NFYB	0.0014501010300591588
MEF2D	SEMA6A	0.0014500863617286086
E2F7	TCF4	0.0014500422403216364
TCF4	SMARCD1	0.001450001960620284
ZNF471	BMPER	0.001449977164156735
BRWD1	SRSF1	0.0014499441022053359
TGFB1	HCFC1	0.0014499217504635453
BTG2	WDR5	0.0014499089447781446
MEIS1	SH3RF1	0.0014498947421088815
PA2G4	TRIM33	0.0014498496893793347
XRCC5	RBFOX2	0.0014498465461656453
SMARCD3	HLX	0.001449837815016508
RBM14	SALL3	0.001449795439839363
NONO	CDC7	0.0014497697120532393
APBB1	OAS1	0.0014497264055535195
ETS1	ZNF202	0.0014497166266664865
ZBTB38	STK3	0.0014497145311906936
LMO2	PRICKLE1	0.0014496155781671405
TRIM22	PURA	0.0014495698269456625
SKIL	TMF1	0.0014495665673166511
SMG6	TFB2M	0.0014495510840788484
GTF2H2	MEIS2	0.0014495477080345154
KLF5	WDHD1	0.001449467265047133
TRIP11	SMAD6	0.0014494240749627352
ARID3A	SNAPC3	0.0014494007918983698
KHDRBS2	CBX3	0.0014493765775114298
CREB3L4	ILF3	0.001449365052394569
ETS1	NFIB	0.0014493607450276613
NFE2L3	CNBP	0.0014492912450805304
SUPT16H	ARFGAP3	0.0014492904301732779
FUS	TIMP3	0.00144928356166929
VHL	RNF19A	0.0014492291957139967
EGF	ETS1	0.0014492208138108251
JUND	UHRF1	0.0014491439796984196
MEIS1	POLR3E	0.0014491413021460176
KHDRBS2	SOX5	0.0014491173205897212
CXXC1	CDH11	0.00144909112714231
KHSRP	ZNF398	0.001449030707590282
SRSF10	CDCA8	0.0014489671448245645
LIMD1	PDGFRA	0.0014489488676190374
TGFB1I1	LMO3	0.001448941417038441
LMO2	ETV3	0.0014489199966192243
ARID4B	ASB9	0.0014489050954580307
POU2AF1	NCAPG	0.0014488950837403536
TGFB1	MAML3	0.0014488555025309324
GTF2H2	KHDRBS2	0.0014488312881439926
SUPT16H	LMO3	0.0014487929875031116
POLR2F	NKX3-1	0.0014487222069874404
ARID3A	ZNF587	0.0014486776199191807
TCF19	ZNF202	0.0014486717991530895
SNRPB	NEDD4	0.001448655966669321
MLLT6	AFF1	0.0014486103318631651
HIF3A	FXR1	0.0014485808787867427
NANOG	POLB	0.0014485545689240098
NFYB	WDR12	0.0014485515421256425
HMGA1	CRX	0.0014484637649729848
APC	FER	0.0014484529383480547
UHRF1	EWSR1	0.0014483733102679253
SAP18	KHSRP	0.0014483012491837144
SPIB	CREB3L4	0.0014482468832284212
BCL11B	SMARCD1	0.0014481914695352314
TLE1	LTBP1	0.0014481887919828296
ZNF202	TFDP1	0.00144818180706352
YBX1	ZBTB38	0.001448144088499248
POLR2F	RIOK1	0.001448118477128446
H1F0	TLR7	0.0014480558456853034
CEBPZ	MALT1	0.0014480507234111428
HOXB6	CEP290	0.0014480166137218475
POLR2F	CHAF1A	0.001447915332391858
SRC	MRPL1	0.0014478876255452633
SMG6	ELL2	0.0014478664379566908
ASB9	CEP290	0.0014478334924206138
UBTF	POLR3E	0.0014477865770459175
ILF3	VPS54	0.0014477348886430266
UPF2	TFDP1	0.0014476925134658813
MSX1	HIST1H1B	0.001447632792405784
ASB4	DNA2	0.0014476001961156724
H1F0	AR	0.0014475594507530332
NCOA6	CDH11	0.0014475580537691712
EEF1A1	LRR1	0.0014474972849711776
MEF2D	ZBTB38	0.0014474836643785238
ZNF764	ASB9	0.0014474580530077221
NR3C1	KHDRBS2	0.001447437098249793
PSIP1	PRIM1	0.0014474188210442662
FOXH1	STK3	0.0014474026393145325
RFXANK	RNF138	0.001447388902306557
SNRPD1	NUAK1	0.0014473770279437306
TBX20	ZNF764	0.0014473502524197102
LIMD1	ASB9	0.0014472310431301596
EEF1A1	SNAPC3	0.0014471861068159342
TBX3	SRSF3	0.0014470923924818635
STAT3	TRIM25	0.0014470556052401662
WDR5	RNF138	0.0014470145106315613
SNRPD1	EOMES	0.0014469933230429888
POU2AF1	ZFYVE16	0.0014469805173575876
SRC	NHLH2	0.0014469766756519675
BMPR1A	TMF1	0.0014468091540038586
DACH1	ZNF589	0.001446782611310482
CRABP2	DEK	0.0014467734145000575
CHAF1A	AFF1	0.0014467705041170118
UBTF	SPIB	0.0014467320870608091
JUND	TRIM25	0.001446625916287303
SRSF1	NCAM1	0.0014465508284047244
FLI1	LUM	0.0014464767882600427
PSIP1	WDR12	0.001446458394639194
POU2F2	DPF2	0.0014464539708569644
PDCD11	ELL2	0.0014464461710304024
ENO1	CRABP2	0.001446441630832851
SNRPD1	FST	0.0014464256819337606
SIRT1	NHLH2	0.0014463614206761124
MAPK10	ETV3	0.0014463550178334115
ZFPM2	STAT2	0.0014462188119068742
SMARCD1	NCOA6	0.001446132198907435
JUND	EWSR1	0.0014460973907262087
MAFF	DYNC1I1	0.001446048147045076
ESRRG	ZCCHC11	0.0014460476813837884
OTX2	ESRRG	0.0014460452366620302
HOXB3	POLR1B	0.0014460209058597686
SNAI1	CTBP1	0.0014459964586421847
HLX	RBMX	0.001445964677259326
LMO2	COMMD10	0.0014459198573604224
CTBP1	PHF21A	0.0014458510559052231
PBX1	RFC3	0.0014457919169217348
NAA15	HESX1	0.0014457757351920009
LIMD1	VIM	0.0014457497745752337
HLX	TRIM33	0.0014457358047366142
CITED2	GTF3C4	0.0014457243960350752
NHLH2	MSX1	0.001445711706764996
DNMT3A	ZNF398	0.0014456920325756073
GATAD2A	PHC1	0.0014456744538620114
SETBP1	LRR1	0.0014456725912168622
KAT7	FBN1	0.001445647794753313
ESRRG	LTBP1	0.0014455707278102634
MEF2D	UBTF	0.0014455377822741866
AFF4	APBB2	0.0014455316122621298
RBM14	CSDE1	0.001445527421310544
ALYREF	CCNE2	0.0014455209020525215
TLR7	FXR1	0.0014455055352300403
MDM4	TLR4	0.001445495872758329
DAB2	SMG6	0.001445493777282536
CUX1	IL6ST	0.0014454873744398355
ALYREF	PRKACB	0.0014454841148108244
LMX1B	CYP26A1	0.0014454483753070235
NCOA6	FST	0.0014454374322667716
MDM4	SRC	0.0014454032061621547
CNBP	E2F7	0.0014453858602792025
REL	SNAPC3	0.0014453594340011475
CNTRL	NR2C1	0.0014453551266342402
NPM1	TLE3	0.0014453284675255418
RNF14	CNTRL	0.0014453210169449446
E2F4	ARNT2	0.0014453097246587276
SETBP1	GRHL1	0.0014451809693127868
ILF3	DNMT3A	0.0014451801544055345
LMX1B	UHRF1	0.0014451516326516867
NR2C1	SMAD5	0.0014451233437284827
PITX2	MAFG	0.0014451091410592196
ESRRG	REV3L	0.001445082132704556
BCL11A	ETV3	0.00144507538061589
CREB3L4	TWIST1	0.0014450474409386516
XRCC5	TDP2	0.0014450355665758252
POLR2I	NHLH2	0.0014450163580477238
JUND	NR2C1	0.0014448438305407765
HAND2	SRSF10	0.00144483323674649
PTMA	MEF2D	0.0014448120491579175
FXR1	LGR5	0.0014448011061176658
PDCD11	NFE2L3	0.0014447906287387011
NFIC	SNRPD1	0.0014447713037952779
PPARGC1B	POLR3E	0.0014447548892349007
MYOCD	LMX1B	0.0014447467401623724
TGFB1	RALB	0.0014446220593526962
SUPT7L	TBX20	0.0014446047134697435
CREB3L2	PARP1	0.0014445825945585964
NFYB	CDCA8	0.0014445408014580607
BCL11A	RBPJ	0.0014445269480347633
ZEB1	VPS54	0.001444481429643929
LIMD1	PENK	0.001444437773898244
ZNF398	POLR1A	0.0014444373082369564
CCND1	CTSK	0.0014443700201809404
ETS1	MCM3	0.0014443162363022564
HNRNPAB	PSIP1	0.0014442934188991785
MED16	HOXB7	0.0014442802639678118
SMAD5	ABLIM1	0.001444274908863008
MITF	MAPK10	0.001444250694476068
TCF4	CEBPZ	0.0014442169340327382
IFI16	ARFGAP3	0.0014442050596699119
UPF2	PRDM14	0.0014442033134400847
POLR2F	NEDD4	0.001444150460883975
SMAD2	HOXB3	0.001444111461751163
MED14	CNBP	0.0014440981904044747
TBX20	FBXO5	0.0014440846862271428
TLE2	RBBP8	0.0014440263621509075
CBX3	BCL11B	0.0014440075028687716
IRF1	LTBP1	0.0014439907390624285
NONO	KIF15	0.0014439858496189115
SUPT7L	SRSF2	0.001443970832042396
CNTRL	SMARCD3	0.0014439300866797564
HIF3A	ROR2	0.0014438821235671642
FXR1	COL1A2	0.0014438690850511193
BTG2	ID1	0.0014438418438658118
POLR1B	TRIM25	0.0014438284561038015
SOX7	BAMBI	0.001443828223273158
LDB2	SNRPD1	0.0014438002835959196
ZKSCAN1	MED16	0.0014437704812735321
ZEB2	LMX1B	0.001443698420189321
AFF4	MYBBP1A	0.0014436172787100075
NFIA	TTC27	0.0014436000492423773
CDCA7L	RNF14	0.001443594926968217
ASXL1	MED14	0.0014435126213356853
MYOCD	CSDE1	0.0014434705954045055
IRF1	PHF21A	0.001443432760424912
TBX20	MRPL1	0.0014434311306104064
MYBL2	PGR	0.0014433942269533873
GTF2H2	MAN1A1	0.0014433910837396982
NFKBIB	KLF5	0.001443381537683308
SMARCD3	RUNX1	0.001443361514247954
WWP1	MYCN	0.0014432729221880436
SKIL	SPIB	0.0014432573225349188
CTBP1	TFE3	0.0014432126190513372
TAF1L	KDM6A	0.0014432002790272234
KAT7	GTF3C4	0.0014431504532694814
MCM5	POLR2A	0.001443096436560154
SOX13	RFC3	0.001443082233890891
NPM1	PSIP1	0.0014429626753553748
LIMD1	TCF19	0.0014429553411900995
FOXK1	WDHD1	0.001442936365492642
POU5F1	NRIP1	0.00144286104477942
SRC	PAWR	0.0014427871210500598
HIST1H1B	H1F0	0.0014427370624616742
CXXC1	LMO3	0.0014427313581109047
PDCD11	VHL	0.0014426696579903364
TRIM33	PPARGC1B	0.0014426304260268807
NKX3-1	TRIP6	0.0014425428817048669
HCFC1	PRKACB	0.001442542066797614
MEIS1	CSDE1	0.0014424878172576427
ZNF398	CCND1	0.0014424780383706093
RXRG	ZFHX3	0.0014424542896449564
LIMD1	HIST1H1B	0.0014424442779272795
DNAJC2	NCOA6	0.0014424346154555678
LMX1B	GSC	0.0014423811808228493
EOMES	DDX54	0.0014423647662624715
XRCC6	TPD52	0.0014422533567994833
HOXB3	PPARA	0.0014421356609091165
NHLH2	STAT2	0.0014421336818486452
SHOX2	VHL	0.0014421334490180016
FOXF1	CNBP	0.0014421110972762108
RARG	DECR1	0.0014420966617763042
SRC	SOX3	0.0014420278603211045
SUPT7L	PATZ1	0.0014420211082324386
MAFF	SATB2	0.0014419365907087922
SOX17	RBFOX2	0.0014419006183743475
TWIST1	PURA	0.0014418624341487885
TAF1L	ZFHX3	0.0014418270438909528
LIN28A	RXRG	0.0014418044593185186
LIMD1	NEDD4	0.001441796193830669
MAML3	CRX	0.0014417938655242324
RAD51	NFIA	0.0014417916536331177
TBX3	RAD51AP1	0.001441785367205739
SMARCD1	LMO2	0.0014417852507904172
TAF1L	TRIM28	0.0014417362399399278
CBFA2T2	FBXO5	0.0014416752383112907
TRAF6	TEAD4	0.001441514352336526
HOPX	POLR2K	0.0014415116747841241
NKX3-1	NR0B1	0.0014414455508813262
PER3	RBBP8	0.0014414306497201324
CNTRL	TJP2	0.0014414236648008227
PARP1	HLA-DQB1	0.001441423548385501
MED16	LDB2	0.0014414202887564898
TGFB1I1	HMGA1	0.0014414009638130665
CXXC1	GATA2	0.0014413701137527823
NFIB	POLR3E	0.001441363710910082
DNAJC2	MYBL2	0.0014413190074265005
TFDP1	EWSR1	0.0014412702294066546
SIX6	NEDD9	0.0014412527671083806
CNBP	ZEB2	0.0014412516029551625
HNRNPK	TGFBR3	0.001441238448023796
NFKBIA	NR2C1	0.0014412292512133718
HDAC9	MLLT6	0.001441221684217453
XRCC6	SOX13	0.0014412106247618794
DPF2	SATB2	0.0014412009622901678
HLX	ESRRG	0.0014411897864192724
EHMT2	NFATC3	0.0014411612646654248
SNAI1	GTF2H2	0.0014411553274840114
TLE3	CEBPZ	0.001441143453121185
ZNF589	CEBPZ	0.0014411363517865539
DPF2	PRMT6	0.0014411171432584526
TRIM25	TFDP1	0.0014410888543352485
MLLT3	NFIB	0.001441070344299078
TBX20	NOL11	0.0014410571893677115
TGFB1I1	ZNF30	0.0014410392614081502
PURA	MEF2D	0.0014410008443519473
RBMX	KAT6A	0.0014409993309527636
NONO	TRIP13	0.0014409774448722599
PARP1	SETBP1	0.0014409645227715373
ASB9	DEK	0.0014409377472475171
PER3	ANKRD1	0.0014409044524654744
ZNF764	PTMA	0.0014408518327400088
NFATC1	NFIA	0.001440841006115079
TMF1	DYNC1I1	0.0014408287825062869
PDCD11	ZNF589	0.001440798630937934
TLR7	CREB3L4	0.0014407919952645898
WWTR1	CTBP1	0.0014407839626073835
MED14	TRIM22	0.0014407755807042124
YBX1	NFKBIA	0.0014407709240913393
TCEA1	CREB3L2	0.0014407015405595305
CIITA	HOXB3	0.001440693740732968
RBFOX2	TCF19	0.0014406709233298898
RNPS1	DACH1	0.0014406125992536545
GATA4	QPCT	0.0014405548572540285
SP100	RHOBTB3	0.0014405110850930214
TLE3	JUND	0.0014404964167624712
ATRX	CRABP2	0.0014404722023755312
SNRPB	NFIC	0.0014404626563191414
SRSF10	TAF1L	0.0014404150424525142
MAFG	SMARCC1	0.001440189080312848
PA2G4	SAP18	0.0014401812804862855
SNAPC4	BCL11B	0.001440154854208231
NFIC	AES	0.0014401314547285438
RBBP4	ZNF219	0.0014400676591321824
NFATC3	ELAVL2	0.0014400335494428873
SFPQ	CNBP	0.0014399857027456164
SSB	NKX3-1	0.0014399706851691008
MIF	TLE1	0.0014399437932297587
LMO3	MECOM	0.0014399089850485325
SNAI2	POLR1A	0.001439819228835404
RUNX1	PTMA	0.0014398031635209918
NFKBIB	POLR1A	0.0014397569466382265
FOXF1	NCOA6	0.0014397527556866407
WWP1	CREB3L4	0.0014397208578884602
POU3F1	NOC3L	0.0014396730111911893
PER3	PTMA	0.0014395738253369927
RUNX1	CCNE2	0.00143955007661134
CSDE1	CREB3L4	0.0014395052567124367
GRHL2	NUP54	0.0014393640449270606
ZNF202	SRSF3	0.001439336920157075
EOMES	SAP18	0.0014393123565241694
NFE2L3	MED16	0.001439236686564982
ZIC3	JUND	0.001439157989807427
TFAP2A	MCM7	0.0014391244621947408
DDX54	CUL1	0.001439116196706891
SRSF10	MCM5	0.0014390780124813318
YBX1	UNC5C	0.001439035520888865
LMO3	COL1A2	0.0014389900024980307
H1F0	TFE3	0.0014389859279617667
TWIST1	PARN	0.001438955427147448
MCM4	SIX6	0.0014389054849743845
RUVBL2	KDR	0.001438870676793158
SIRT1	ILF3	0.0014388534473255275
PRDM14	RBMX	0.0014387903502210975
FOXH1	NUSAP1	0.001438780571334064
FOXK1	ZEB1	0.0014386809198185804
MLLT6	EWSR1	0.0014386719558387995
SRSF10	RORB	0.0014386022230610251
LIMD1	ETV4	0.0014384794048964975
SETBP1	STK3	0.0014384087407961488
SNAPC3	EWSR1	0.0014384068781509993
NR2C1	ZNF30	0.001438374980352819
TCF19	UPF1	0.0014383606612682345
CTBP1	XRCC6	0.0014383398229256274
SRSF6	RBFOX2	0.0014383213128894567
SNAI2	SMAD5	0.0014381991932168605
PATZ1	TRIM22	0.0014381640357896686
HOXB7	TADA1	0.0014381639193743467
SNAPC3	ZNF30	0.0014381513465195894
NCOA6	PDCD11	0.001438129460439086
DAXX	MALT1	0.0014380658976733685
PLAGL1	TRUB1	0.0014380654320120811
RAD51	TBX3	0.0014380414504557848
CCND1	SRSF2	0.0014380208449438214
DDX54	MAML3	0.001438004313968122
MEIS1	PRDM1	0.0014379945350810885
CBFA2T2	MAFG	0.0014379654312506318
MITF	CNBP	0.001437906757928431
GATAD2A	ASH2L	0.001437856932170689
PATZ1	SMG6	0.0014378251507878306
SIRT1	POLR3G	0.0014378174673765898
SUPT7L	NFIC	0.0014377947663888335
HESX1	MECOM	0.001437792438082397
EWSR1	SETBP1	0.0014377873158082366
TFAP2A	TLE1	0.0014377813786268234
NPM1	BMP4	0.0014377686893567445
LMO3	MAML3	0.001437750761397183
AR	ETS1	0.0014377442421391606
YBX1	MED16	0.0014377331826835869
HIF1A	POU5F1	0.0014377209590747952
GATA2	BCL11B	0.0014377147890627384
POLR3E	POLR2H	0.0014376997714862227
YBX1	POLR2K	0.0014376759063452482
SRSF10	RPP40	0.0014375414466485381
SALL3	E2F3	0.0014374966267496347
MED14	CHAF1A	0.0014374878956004975
BTG2	PARP1	0.0014374698512256145
ZIC3	NCAPG	0.0014374539023265245
ZNF587	IFI16	0.0014373620506376028
SNAI1	EXO1	0.0014372342266142366
CITED2	EWSR1	0.0014372339937835932
SNRPB	TRIM22	0.001437169499695301
ZNF589	KHSRP	0.0014371692668646574
AR	SRSF2	0.0014371485449373722
H1F0	ETV4	0.0014371356228366494
SMARCD3	PSIP1	0.0014370016288012266
EZH2	UPF1	0.0014369182754307985
POLR2H	CCND1	0.0014369121054187415
ZNF398	HNRNPAB	0.0014369044220075011
MYCN	NR3C1	0.0014368857955560088
MCM7	LEF1	0.0014368848642334342
UBTF	DAB2	0.001436878344975412
POLR2D	PRKACB	0.0014367671683430672
NONO	SRC	0.0014367180410772562
HDAC9	TRIP13	0.0014366834657266734
GATA6	NEDD9	0.0014366339892148974
SOX3	POLR2F	0.0014366279356181624
TLE3	NKX3-1	0.0014366271207109096
SUPT16H	E2F3	0.0014366154791787267
CDCA7L	ZBTB38	0.0014365867245942356
DAXX	BHLHE40	0.001436538528650999
HDAC9	IRF1	0.001436496851965785
SRSF10	ZNF589	0.0014363860245794056
HNRNPD	ETV3	0.0014363768277689815
NPM1	ELAVL2	0.0014363244408741591
SNAI2	SIRT1	0.0014362644869834185
RORB	CTSK	0.0014360249042510984
TEAD1	ZNF471	0.0014359945198521018
IRF1	MAML3	0.0014359147753566506
POLR2F	NANOG	0.0014359069755300882
CENPK	PLAGL1	0.0014359068591147661
TCF19	PDCD11	0.0014358675107359884
AFF1	PDGFRA	0.0014357812469825149
ELL2	FOXH1	0.0014357628533616662
OTX2	UTP18	0.0014354493468999865
HOXB2	SRSF1	0.0014353420119732616
LMX1B	SMARCC1	0.00143530557397753
SFPQ	REV3L	0.001435245503671467
TGFB1	GATA6	0.0014352345606312154
TCF7L1	MBIP	0.001435211859643459
MEIS2	ZNF202	0.0014351647114381196
SRSF1	FBN1	0.001435142708942294
TRIM22	ZFP42	0.0014351066201925278
MCM7	SETBP1	0.0014350895071402194
SMARCD1	PDGFA	0.0014350888086482882
PBX1	TMF1	0.0014350410783663392
SIX6	SMAD5	0.0014350381679832935
TFE3	ZNF160	0.0014350368874147534
WDR5	KIF15	0.0014349501579999926
PDCD11	ZNF202	0.0014349427074193954
UPF2	ASH2L	0.0014349119737744331
ZIC3	TEAD4	0.0014348644763231275
NONO	PSMD9	0.0014348431723192336
REL	SIRT1	0.0014348411932587626
EGR1	MITF	0.0014347895048558712
EHMT2	LDB2	0.0014347758842632177
PARP1	NRIP1	0.0014347690157592294
CRABP2	HAND2	0.0014347572578117251
NFE2L3	TBX20	0.0014347408432513475
SRSF6	UNC5C	0.001434721052646637
FUS	SMAD5	0.001434716396033764
RNF19A	RXRG	0.001434700912795961
POLR2F	NHLH2	0.0014346953248605132
RAD51	APC	0.0014346888056024911
CTBP1	GATA4	0.001434671925380826
GRHL1	NHLH2	0.0014346548123285177
ATRX	MEF2D	0.0014346183743327856
LMO2	YAF2	0.0014346061507239938
BCLAF1	FOXD3	0.0014345963718369605
ETS1	LEF1	0.00143448356539011
BCL11B	KIF23	0.0014344557421281936
ETV3	JUND	0.0014344528317451475
YAF2	LTBP1	0.0014344439841806886
FOXF1	ZFYVE16	0.0014344342052936554
FUBP1	WNT5A	0.0014343918301165106
PDCD11	POLR2D	0.001434347010217607
SNAI1	RFC3	0.0014342487556859849
RNPS1	ZNF160	0.0014342330396175385
APC	E2F4	0.001434216741472483
ESRRG	UNC5C	0.0014342054491862655
LMX1B	POU2F2	0.0014341966016218064
ALYREF	NOC3L	0.0014341832138597965
PDCD11	NUP35	0.0014341817004606128
HESX1	SRSF1	0.0014341811183840034
PA2G4	CIITA	0.0014341261703521011
WWP1	GTF2H2	0.0014341146452352405
SMAD5	ODC1	0.0014341101050376892
E2F7	CDCA7L	0.0014340848429128528
ZEB2	SUPT16H	0.0014340676134452224
POLR2D	LGR5	0.0014340633060783148
PER3	SSB	0.0014340399065986276
UBTF	PRMT6	0.0014340061461552978
MECOM	CDCA7L	0.0014339524786919355
WDR5	SF1	0.0014338975306600332
KHDRBS2	NR2C1	0.0014338851906359196
MAFG	TIPIN	0.0014338153414428234
MED16	TJP2	0.0014338090550154448
POU3F1	RUVBL1	0.0014337734319269655
TAF1L	ESPL1	0.001433632685802877
HNRNPAB	POLR2D	0.0014336244203150272
FOXK1	POLR1C	0.0014335792511701586
RBMX	ETV3	0.0014335610903799536
GRHL1	SMARCD1	0.0014335544547066092
POU3F1	CDCA7L	0.0014335060259327292
SRSF1	CTNNB1	0.0014334715669974685
SIX6	RUVBL1	0.0014333822764456274
PA2G4	LIMD1	0.001433278899639845
AFF4	SNAPC3	0.001433202880434692
MECOM	KLF5	0.001433155033737421
KAT7	CCND1	0.0014330270932987332
AFF4	CEP55	0.0014330002013593912
GATA3	PLK2	0.0014329991536214948
RNPS1	SRSF10	0.0014329899568110704
CHAF1A	MAPK10	0.001432952587492764
SP100	PDCD4	0.001432944438420236
ESPL1	TAF1L	0.0014328551478683946
LMX1B	BCL11B	0.0014328317483887074
RUVBL1	ITGA6	0.0014328088145703075
SNRPD1	TEX10	0.0014327787794172766
MCM3	ZNF202	0.001432764925993979
SRSF10	TWIST1	0.0014327045064419508
POLR2K	CSDE1	0.0014326798263937235
NANOG	UPF1	0.0014326662058010695
STAT2	MEPE	0.0014326265081763268
SOX17	TDP2	0.0014324848307296634
TRIM33	CRX	0.0014324579387903216
EGR1	E2F4	0.0014324572402983904
E2F4	PAWR	0.0014324431540444491
UBTF	REL	0.001432433957234025
GTF2H2	HESX1	0.0014324196381494405
CENPK	LIMD1	0.0014323202194646
PBX1	RUVBL1	0.001432314282283187
RNF19A	POU2AF1	0.0014323064824566245
ETV3	SRSF6	0.0014322376810014248
ENO1	LRR1	0.0014321862254291773
GATAD2A	GSC	0.0014321160269901154
PRDM1	LIN28A	0.0014320868067443369
POLR2D	UTP15	0.0014320620102807882
CENPK	SEMA6A	0.0014320504851639269
MEF2D	KDR	0.0014320338377729056
DPF2	NOL11	0.0014319829642772677
SRC	TIMP3	0.0014319632900878787
KHDRBS2	CREB3L4	0.0014319277834147215
DNMT3B	VHL	0.0014318545581772926
MEIS1	PARN	0.0014318384928628802
KLF6	FBN1	0.0014318383764475586
TAF1L	BMPER	0.0014317961176857352
SMARCD1	BMPER	0.001431603915989399
SP100	SRSF10	0.0014315568841993807
PER3	RBPJ	0.0014315390726551414
POLR1B	NFIC	0.0014315301086753607
NCOA6	ZIC3	0.0014315223088487985
DNMT3A	SSB	0.0014315174194052815
KLF5	AFF4	0.0014314919244498017
SNAPC3	NR3C1	0.0014314657310023904
CBX3	ETV3	0.0014314569998532536
RUNX1	MSX1	0.0014314467553049324
FOXD3	SRSF10	0.0014314248692244293
PURA	RMI1	0.0014314154395833614
NRIP1	SNRPD1	0.0014313902938738465
MYCN	ZNF585B	0.0014313817955553534
BMP4	DDX54	0.0014313784195110204
TFDP1	TRIM22	0.0014313665451481938
AR	S1PR3	0.0014313105493783949
NFIA	UNC5D	0.0014312885468825698
SUPT16H	KLF5	0.0014312391867861152
ASB9	CUX1	0.0014312065904960034
NFIB	RXRG	0.0014312025159597395
GRHL2	PLK1	0.0014311932027339935
ASB4	GATA6	0.0014311646809801461
MCM3	TRIM33	0.0014311298727989195
SOS2	TRIM28	0.001431067707017064
LIMD1	KDM6A	0.001431056298315525
MEF2D	POLR2G	0.0014310459373518825
POLR2K	MAN1A1	0.0014309866819530725
ISL1	ALYREF	0.0014309132238849998
NFATC3	EZH2	0.0014309034449979665
ELL2	CTSK	0.0014308104291558266
EOMES	CDCA8	0.0014308036770671606
KHDRBS2	LIMD1	0.0014307578094303608
STAT2	CREB3L2	0.0014307086821645498
PRDM14	POLR1A	0.0014305668883025644
UPF1	GLMN	0.0014305411605164409
CENPK	ATRX	0.0014305103104561567
SIX6	ARNT2	0.001430467120371759
AFF1	TAF1L	0.0014304586220532654
POLR1C	PLK1	0.001430450240150094
HIF1A	ESRRG	0.0014304433716461062
MED16	BTG2	0.0014304397627711294
AFF1	CXXC1	0.0014304369688034058
SRSF10	MAP3K2	0.0014304153155535462
BCL11A	PDGFA	0.0014303994830697775
AFF1	TGFB1	0.0014303728239610793
FOXD3	NFATC3	0.0014303511707112193
ZNF160	KLF5	0.001430294825695455
YAF2	ZFP42	0.0014302690979093313
HLX	XRN1	0.0014302415074780586
HDAC9	XRCC5	0.0014301460469141605
ESRRG	DCAF6	0.0014301168266683815
PARN	POLR2H	0.001430111937224865
ZFHX3	RBPJ	0.001430004951544106
ZFPM2	DAXX	0.0014299768954515455
CXXC1	SLA2	0.0014299459289759398
SP100	IL6ST	0.0014298228779807687
HOXB7	RFXANK	0.0014297958696261046
ZNF764	UNC5C	0.00142975605558604
HIF1A	TRIP13	0.0014297558227553966
