gene,LPS_6h_S73,LPS_4h_S67,LPS_1h_S79,LPS_4h_S61,LPS_6h_S91,LPS_1h_S46,LPS_2h_S77,LPS_1h_S95,LPS_6h_S56,LPS_4h_S47,LPS_2h_S70,LPS_1h_S4,LPS_4h_S79,LPS_6h_S67,LPS_6h_S60,LPS_6h_S46,LPS_1h_S65,LPS_2h_S43,LPS_4h_S31,LPS_6h_S83,LPS_1h_S57,LPS_2h_S31,LPS_4h_S84,LPS_2h_S10,LPS_4h_S93,LPS_2h_S68,LPS_6h_S19,LPS_2h_S79,LPS_6h_S72,LPS_6h_S69,LPS_2h_S67,LPS_6h_S78,LPS_1h_S81,LPS_4h_S91,LPS_2h_S50,LPS_4h_S11,LPS_2h_S3,LPS_6h_S54,LPS_1h_S84,LPS_2h_S61,LPS_6h_S47,LPS_4h_S44,LPS_6h_S79,LPS_4h_S12,LPS_6h_S52,LPS_4h_S8,LPS_6h_S36,LPS_2h_S36,LPS_4h_S39,LPS_2h_S30,LPS_4h_S88,LPS_2h_S74,LPS_6h_S32,LPS_1h_S69,LPS_6h_S82,LPS_1h_S68,LPS_6h_S33,LPS_6h_S31,LPS_1h_S54,LPS_6h_S92,LPS_2h_S96,LPS_4h_S90,LPS_2h_S55,LPS_2h_S47,LPS_2h_S90,LPS_4h_S15,LPS_2h_S24,LPS_2h_S48,LPS_2h_S20
SERP1,1.786397,1.115025,1.267135,0.7672618,0.06913115,1.393394,0.006584508,0.7569058000000001,0.0039877179999999,0.3617555999999999,0.0,2.379932,0.3100330999999999,0.0,0.6089972,0.5627378000000001,1.461997,0.0,0.2319457,0.002928347,0.9457319,0.0536483,0.1338301,1.430384,0.05684348,0.2070366,0.0,0.0,0.0,0.0,0.3352075,0.0,1.686613,0.0,0.5709018,0.1625461,0.7785873999999999,0.02843088,0.0,0.5056596999999999,0.0,0.09534053,0.4299419,0.0,0.0,0.0,0.04445268,0.0,0.0,0.0,0.02836399,0.008514941,0.01287639,0.02868463,0.0,0.00818121,0.0,0.0,0.0,0.0,0.0,0.02441683,0.0,0.0,0.008955206,0.0,0.0,0.0,0.0
TMEM179B,0.0,0.0,0.0,0.0,0.201696998442707,0.0,0.0,0.0,0.0,0.550551601056827,0.0,0.0,0.0,0.122529686725823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9325509343265368,0.0,0.0382525465591314,0.0,0.0,0.0,0.0,0.0,0.0,0.0616688065127771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183986095190775,0.0410418886221402,0.0,0.0,0.0,0.0,0.174629747002997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367205574364395,0.0,0.0,0.0
KLF6,1.487947,1.229725,1.584637,2.44877,0.1356098,0.9955449,0.1745145,2.052835,2.878094,0.8654854999999999,2.76664,0.0029857729999999,0.8161811999999999,0.1054904,0.0,0.4889315999999999,0.801236,0.06680624,0.6816015000000001,0.003359669,0.6109241,0.3760111,1.365417,0.0,0.5941526999999999,0.320739,0.1344752,0.0,0.0200895,0.556855,0.1247543999999999,0.449117,0.0,1.166606,2.019682,0.242557,0.4947007,0.04857859,0.2416804,0.0,1.453173,0.2595177999999999,0.2273521,0.05838471,0.0,0.136762,0.1244541,0.0,0.9830544,0.0,0.01644881,0.02437094,0.007402731,0.005537172,0.06724185,0.03722578,0.0047774259999999,0.01529114,0.0,0.0068102769999999,0.009323715,0.01413496,0.0124371,0.006999995,0.01031569,0.003266398,0.0,0.0,0.0
TRF,4.261371,0.3162555999999999,2.2336150000000004,1.371849,0.0,1.43234,0.0,0.0,0.0,0.0,0.1335382999999999,0.01097476,0.0,0.07764321,0.0,0.0,0.13267,2.665369,0.4857215999999999,0.00615266,0.9754672,0.01903015,0.03701191,0.05853174,0.0,0.6635306,0.0,0.2685482,0.0,1.623924,0.1505487999999999,1.154817,0.0,0.0,1.486111,0.01995896,0.8096329000000001,0.06051462,0.0,0.0,0.1009998,0.0,0.0,0.01650768,0.0,0.008698439,0.0,0.0,0.0,0.0,0.0584832,0.03537182,0.01279079,0.06938934,0.0,0.008601539,0.0,0.01384421,0.0,0.006237937,0.0225995,0.0,0.0226189,0.01263241,0.0,0.0,0.0,0.0,0.0
CAPG,1.761854,1.7557470000000002,3.720308,0.0,1.293774,1.291425,3.233471,1.984093,0.09759616,1.621815,0.08226395,2.036828,2.143985,2.785721,2.925781,1.271348,0.4736745,2.849615,1.046637,2.785248,2.805483,0.4272764,0.8195246999999999,5.172329,1.210857,0.3246552,0.0,4.367281,0.0,0.3775992,0.0,0.2906127,0.4515492,0.0,3.63969,1.458232,0.0,0.0,1.566168,0.8977209,0.1807698999999999,0.4762548,0.3945067,0.2277352,0.4641332,0.3656988,0.6076092,0.0,0.0,0.0,0.0,0.05158265,0.0,0.1722581,0.0810933,0.1319087,0.01735492,0.02766371,0.0,0.01220854,0.03363301,0.05039959,0.0,0.0,0.01864031,0.01179888,0.0,0.0,0.0
GM10653,3.6129493599399294,2.37701479618773,2.48283692493723,1.4258416475979,3.8743684553276,3.61947740070849,2.60132955928251,2.18652396113273,1.5851002420843798,1.77853566521066,2.45948600889617,2.7575843968006897,1.52054538230282,0.0,0.0,0.444234099552444,1.84268160999642,2.57895655836476,2.64387638294859,0.0073810066530672,1.76778881202458,1.69911303839457,1.03904885024314,0.0579810306006333,1.39077333804528,0.0,0.0922058814588641,0.0,3.94313832746794,0.0,0.0,0.0,0.0,0.0,0.0,0.772917314463875,0.0,0.0535857169996041,0.795414064345227,0.0,0.681863242378439,0.155112982129453,3.24211854584621,0.154244610900624,0.0,0.24923350349703,0.109745236184683,0.0,0.0,0.0,0.0,0.0333905178757618,0.1155773622011159,0.0,0.274357789928366,0.110149104340342,0.0748688749656071,0.0,0.0552077571873766,0.0,0.0252442922354361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZYX,0.01037329,1.299995,2.226962,0.04631507,1.687615,0.4225108,0.4534521999999999,0.0,4.102013,1.1306969999999998,1.124019,3.278379,0.6067199000000001,1.176018,0.4665184,2.35554,0.4710637,0.0,0.6293112,0.005877879,2.286062,0.0742458999999999,0.1661585,0.0,0.2892987999999999,0.1750891,0.236921,0.0,0.01172716,0.07106724,0.08339817,0.1515983,0.0,0.0,0.3329851,0.2218407999999999,1.285462,0.05656892,0.4450255,0.3090147,0.0,0.1457773,0.0,0.02481697,0.06689995,0.08106041,0.0,0.0,0.0,0.0,0.0,0.05883998,0.06354991,0.06449386,0.0,0.01855773,0.008671769,0.0,0.0,0.006202444,0.07979958,0.0255083,0.0,0.0,0.0,0.0,0.01823565,0.0,0.0
PSMC1,0.2541641,0.8266094999999999,1.133605,0.0,0.1105621,0.3249835,0.0,0.0,0.0,0.3060791,0.0,0.0,0.4828517,0.0,0.0,0.296982,0.8053212,0.0,0.0,0.1230178,0.0,0.0,0.0,0.0,0.09054307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2690301,0.0,0.0,0.0132651,0.0,0.02732519,0.0,0.0,0.0,0.0,0.0,0.01372601,0.02146916,0.01555541,0.0,0.01362865,0.0,0.0,0.0,0.1377308,0.008719769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1,0.01403604,1.305555,3.854973,0.6955879,0.4156806999999999,1.7792290000000002,0.4179312,0.7937476,0.5271499,0.0,1.82868,2.772469,1.717832,3.610524,1.081972,0.06803326,0.638099,1.011831,0.0,0.5465396,0.8737885,3.579646,1.914181,0.0,0.3531658,0.1352912,2.3472,2.31027,0.0,0.0,4.239873,4.495987,1.099767,0.8213884,0.1054375,0.07900585,0.816037,0.1931707999999999,0.3628209,1.08046,3.36492,0.1010163999999999,1.499737,0.02521138,0.0,0.1345335,0.04716149,0.0,0.0,0.568655,0.0,0.009048268,0.06824342,0.0,0.0,0.2045866,0.0,1.104066,0.0,0.0,0.005740919,0.0,0.01941476,0.1220631,0.03765829,0.006012514,0.03132552,0.0,0.002472795
SDC4,2.827703,2.554564,0.7656270000000001,5.312109,2.190167,0.0,0.002928063,0.7541587,0.03145381,1.770363,0.1521751,0.0,1.417127,3.560796,3.517911,2.050289,0.2434343,0.0,0.7608633,0.0058238959999999,0.9424779,0.186856,0.9129563,0.01889502,1.070474,0.9191098,0.4296653,3.135046,0.03458403,0.2489808999999999,0.0,0.0,0.0,0.0,0.04043725,0.7076606,0.7757935,0.9043235,0.0,0.6328729000000001,0.087934,0.4038507999999999,0.1992558999999999,0.2137194,0.1834649,0.2704294,0.391208,0.0,0.0,1.237864,0.1243956999999999,0.09060659,0.03811563,0.009581045,0.1143567,0.0,0.7363083,0.0,0.0,0.02928727,0.05293513,0.09486266,0.0,0.0,0.01777434,0.0,0.0173755,0.0,0.002317921
COMMD3,0.009736722,0.7374963999999999,0.0,0.0,0.0,1.572867,0.008677246,0.0,0.0,0.0,0.1125173,3.021828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03354486,0.0,0.0,0.0,0.0,0.0,0.05841323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04583635,0.1771467,0.02368901,0.0,0.0,0.0,0.0,0.0,2.503293,0.0,0.0,0.0,0.02370669,0.0,0.0,0.0,0.0,0.01556183,0.0,0.0,0.0,0.0,0.01621554,0.0,0.0,0.0
CCDC56,0.0,0.0,3.204107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6840649999999999,0.0,0.0,0.0,1.58124,1.468695,0.4177068,0.0,0.0,0.0,0.0,0.0,0.0,1.989331,0.09984448,0.0,0.0,0.0,4.945938,0.0,0.0,0.0,0.0,0.0,0.0,0.1925549,0.0,0.0,0.0,0.8160182,0.0,0.08480407,0.0,0.0,0.0,0.05816574,0.0,0.0,0.0,0.0,0.0,0.06014903,0.0,0.06863231,0.0,0.08684411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE6,0.0,0.0,2.147589,0.05212948,0.0,0.0,0.0,0.0,0.009391124,0.0,1.125494,0.01252453,0.0,0.0,1.179033,0.0,0.0,0.0,0.4907492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1602267999999999,0.01869839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1174521999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01262723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBA1B,0.0,0.0,3.063308,0.0,0.0,1.24446,0.2300663999999999,0.0,0.0,0.0,0.007439699,1.373586,0.0,0.0,1.23404,0.3558169,3.110969,3.020753,0.0,0.0,2.453782,2.800167,0.0,0.03000401,0.0891169,2.029024,0.0,0.0,0.0,0.1312714999999999,0.476023,0.2248732,3.259128,1.103557,0.06397671,0.0,0.0,0.08879904,0.5898923,0.0,0.1384355,0.0,0.1098291999999999,0.0,0.1002684,0.0,0.0,0.0,0.0,0.0,0.0,0.02685679,0.0,0.0008342438,0.0,0.0,0.0,0.0,1.04549,0.0,0.0,0.0382111999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETS2,0.0,0.2138797999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1062099,0.0,0.2194667999999999,0.0,0.0,0.02217092,0.0,0.05320147,0.0,0.0,0.0,0.0,0.0,0.0,0.05836207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1215339999999999,0.03871847,0.0,0.0,0.0,0.0,0.0,0.0333851,0.0,0.0,0.0,0.01132006,0.0,0.02315145,0.0,0.0,0.0,0.0,0.0,0.01965767,0.0,0.005594548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLTA,0.4267970999999999,0.6256431,2.148759,0.0,0.368176,1.032493,0.00699783,0.0,0.0,0.975249,0.8362696,0.0,1.287029,0.08755305,1.820114,0.3456267,0.0,0.0,1.14841,0.0069266,1.700561,0.0,0.3010014,0.0,0.4446122999999999,0.1943491,0.0,0.0,0.0,0.0,0.0,0.322028,0.0,0.0,0.04755073,0.1688836,0.0,0.06651754,0.8062455,0.0,0.0,0.0,0.1174923,0.05543723,0.2776924,0.09543728,0.07475565,0.0,0.0,0.0,0.0,0.01988358,0.03030137,0.0,0.0,0.01341399,0.02806143,0.06119376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK3,0.5260517,0.0,1.020349,0.0,0.0,1.991902,0.0379375,1.003256,0.0,0.0,0.804562,2.171704,0.0,0.05417469,2.269989,0.2199916,0.3413733,0.0561353,0.0,0.0,0.0,1.103735,0.02514048,0.1316313999999999,0.0,0.06278706,0.0,0.09925732,0.01682162,0.0,3.1580310000000003,0.3856817999999999,0.1717783,0.0,2.391075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967148,0.0,0.0,0.0,0.0,1.300318,0.0,0.0,0.0,0.02443695,0.01860241,0.462001,0.0,0.02352873,0.0,0.0,0.0,0.0,0.007527321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLVRA,0.0,0.6094123,1.356276,0.0,0.0,1.281928,0.0,0.0,0.0,0.740449,0.04515762,0.02413493,1.186739,0.0,0.0,0.0,0.0,2.531253,0.8362423000000001,0.0,0.0,0.0,0.3536782,0.04456265,1.0316379999999998,0.0,0.0,0.0,0.0,0.151291,0.3073504,0.3126077,0.0,0.0,0.0,0.3107980999999999,0.0,0.0,0.0,1.490726,0.0,0.2848002999999999,0.0,0.1054068,0.0,0.01865851,0.0,0.0,0.0,0.0,0.0,0.07141596,0.0,0.0,0.0,0.01859739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5G1,0.0,0.7992578,1.7723369999999998,5.062754,0.0,2.884794,3.1906950000000003,2.9927330000000003,0.0,1.237086,1.713052,0.0,2.373503,0.6014943,0.0,1.183958,0.0,0.1225017,1.073858,2.751281,0.0,0.4070309,0.3495462,0.06003157,1.0179049999999998,3.712082,1.088844,0.2149596,5.055967,0.0,3.635142,0.0,0.0,0.0,0.0,0.3277184,0.0,3.580283,1.014047,1.236732,5.474414,0.0,0.0,0.1001141,0.0,0.1509435,0.1378162,0.0532459,0.0,0.7918006999999999,0.0,0.05382453,0.04160214,0.2041261,0.1224381,0.05175218,0.0,0.0,0.01042871,0.0,0.01727995,0.0,0.0,0.0,0.02839457,0.170537,0.0,0.0,0.0
ECH1,0.0,0.0,0.0,0.0,0.0,0.0,0.006575794,0.0,0.6410104,0.0,0.0,0.0,0.0,0.0,1.129367,0.0,0.0,0.0,0.0,0.0,1.63686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0901746,0.0,0.0,0.0,0.0,0.0,0.7690418000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.751642,0.0,0.0,0.0,0.0,0.0,0.01872022,0.0,0.0,0.0852898999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD36,0.0118016,1.22537,1.569426,0.1041882,0.02470892,0.02376953,0.391542,0.976384,0.002852809,0.6817340999999999,0.04200526,0.3257736,0.5159589,0.1051293999999999,0.4584036,0.1339731,3.825017,0.0,0.966244,0.002093445,1.212208,1.185342,4.200327,0.0,0.2970249,0.0615400999999999,0.0,2.005703,0.1159378,0.0963016,0.0,0.6755538000000001,0.0590937,0.0,0.6809643,0.2848903,1.003422,0.1181281,1.359285,0.2018843,0.06365754,0.08577858,0.0,0.0885425,0.04620442,0.260293,0.3180067,0.0,0.0,0.0,0.09788004,0.01199974,0.01837179,0.05846422,0.1056458999999999,0.02249659,0.0059438009999999,0.0,0.002343662,0.4800667,0.05295216,0.01755521,0.0,0.0,0.01282034,0.007990929,0.01254418,0.0,0.001668201
ATP6V1D,1.655836,1.608531,1.18267,0.03933488,0.1205331,0.0294496,0.2004047,1.161399,0.007059037,0.5858817,0.0351989,0.0,0.8816753,0.0,0.0,2.311271,0.2184449999999999,0.0,0.6894894,1.6385,0.0,0.0,0.4272322,0.0,0.6792585999999999,0.0,0.0,0.0,0.02055318,0.0,0.0,0.0,0.0,1.830463,0.0,0.2754634,1.187699,1.206509,0.0,0.0,0.0,0.0426608,0.0,0.06901184,0.0,0.0851676,0.07748239,0.0,0.0,0.0,0.0,0.0,0.06726294,0.0,0.06863378,0.01445325,0.02910733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNASE1L1,0.0,0.4375795999999999,0.0,0.2993359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086959999999999,0.0,0.0,0.9075496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04674958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07240739,0.0,0.0,0.0,0.0,0.01398855,0.02123227,0.0,0.0,0.02484169,0.0,0.0,0.0,0.009788328,0.008228203,0.0,0.0,0.0,0.0,0.008606377,0.0,0.0,0.0
GTF2I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDF1,0.2765332,1.476764,0.0,3.876821,0.6640736,0.0,0.0,0.0,0.01566148,2.267516,1.920132,0.0,1.247052,0.0,2.412976,0.0,0.0,0.147014,1.871896,0.0,0.0,3.128212,0.6994387,0.0,0.6237661,0.7767791999999999,1.247241,0.0,0.0,0.0,0.0,0.0,3.680118,0.0,0.0,0.5980133000000001,0.0,0.0,1.168491,0.0,0.0,0.4073167,0.0,0.09136049,0.2327393,0.3405719,0.0,2.645716,0.0,0.0,0.0,0.0,0.0503839,0.03749179,0.0,0.06308734,0.0,0.0,0.0,0.0,0.02085915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLA2G7,0.005611079699739,2.47888346147437,0.9355939897715372,2.71041997557683,0.39665071264775,0.0,1.5861370573033602,0.0,0.0067297844597527,1.79052019315506,3.998039493483,0.00675507007114,2.06874022115908,0.0483483436538201,0.0,0.197376075807525,0.777021712908672,2.6117371272075,1.9719960817488,4.03675744509632,0.0,1.16062838905394,0.756155067905925,0.0483380106952776,1.63954311679683,5.36861755883294,1.77548600522552,0.251421666713812,0.0298563530787829,0.169285288695941,0.296942170769408,0.6286330357642309,0.336878082955034,1.0658952193965,1.35711174386647,0.709578177507284,1.51058959749861,0.398648147700798,1.15490171532746,0.0,0.401228538769693,0.440536760413311,0.0,0.977635944071532,0.1593233165831959,0.350155960511893,0.270518660653146,0.0,0.0,0.0,0.0,0.1160608582897899,0.117745784961273,0.147993935836109,0.0,0.0,0.0550115472815446,0.0696646760120588,0.0208916426453843,2.00577495414869,0.0327654274250366,0.0407170302427952,0.0,0.0203073660835274,0.0,0.0354415474811052,0.0,0.0,0.0
TIMM8B,0.0,0.0,0.0,0.0,0.0,3.4295120000000003,0.0154977999999999,2.257859,0.02043153,1.267072,0.0,0.0,0.0,0.0,1.95317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08779347,0.0,0.9256985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3409763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04087369,0.0,0.0,0.0,0.0,0.0,0.04240601,0.0,0.04875185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQCRQ,0.06885097,1.330771,0.0,4.941048,2.716817,2.633378,2.401992,0.0,0.0,2.9476560000000003,2.1377,0.03021247,2.429074,0.0,2.024829,0.0,0.5884439,0.4565079999999999,2.470507,0.0,0.0,2.116663,0.9017026,0.0,1.7825080000000002,3.1855580000000003,0.0,0.0,1.568219,0.3410799,0.0,0.0,6.226737,0.0,0.0,0.7113044,0.0,0.1887287999999999,0.0,0.0,0.0,0.5302339,0.0,3.4944230000000003,0.0,0.417525,0.0,1.160684,0.0,0.0,0.0,0.0450155,0.0,0.06494207,0.0,0.1284196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1139964999999999,0.0,0.0,0.0,0.0
FAM32A,1.09675,0.0,0.0,0.0,0.3246239999999999,0.0,0.3109155,1.875568,0.01022132,0.0,0.07557405,0.0,0.0,0.0,0.0,0.0,0.0,0.739476,0.0,0.0,0.0,0.04601598,0.06601921,0.07168791,0.03667148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02618268,0.07172573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211189,0.1113422,0.0,0.0,0.0,0.0,0.01041644,0.0,0.02458993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007252408,0.0,0.0,0.0
FABP4,0.0,0.0,0.0,0.0,0.0,0.1331012,0.0,0.0,4.484764,0.0,0.08026876,0.0,0.0,6.175368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07083469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5233264,0.0,0.0,0.0,0.0,2.828173,0.0,0.0,0.0,0.0,0.0,1.164207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03928077,0.0,0.03341141,0.03361151,0.0,0.02622337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDPN,0.004642393,0.0,1.992934,0.2586927,4.010783999999999,0.0,0.8376802,0.0,0.0,0.2612327,0.0,0.0,0.2227438,0.1518796,2.231132,0.0,0.92882,0.0,0.3136822999999999,0.0,1.205589,0.0,0.226519,0.2446896999999999,0.2583219,0.0,0.5643836,0.0,0.0,0.0,2.049661,0.671596,0.0,0.0,0.0,0.1275908,0.0,0.0,0.0,0.0,0.0,0.06705526,0.09688005,0.01111892,0.2509411,0.03431505,0.4321975999999999,0.0,0.0,0.0,0.07759428,0.02364679,0.0,0.01344182,0.05456951,0.04517267,0.0,0.0185065999999999,0.0,0.008293223,0.007540429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM5C,0.0,0.0,0.0,0.0,0.2254224,0.007204711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01250901,0.0,0.0,0.0,0.005058427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009697151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAFF,0.0,0.0,0.0,0.0,0.0,0.1185568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.369208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05973801,0.0,0.0,0.0,0.0,0.1934071,0.0,0.0,0.0,0.02797883,0.0,0.0,0.1138586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CISH,0.7796837,1.4718440000000002,0.0,0.7435738000000001,0.0,0.0,0.2600907,1.465332,0.0,1.578754,0.06715013,0.0198995,0.3828172999999999,0.0,0.0,0.0,0.0,0.0,0.6728202,0.01114366,1.63818,0.2293217,0.438662,0.0,0.4670701,0.0,0.2837537,0.0,0.0,0.0,0.1799249,0.0,0.7375781,0.9394056,0.0,0.3190989999999999,0.0,0.0,0.8535514000000001,0.0,0.0,0.3331885,0.08828219,0.0201481,0.0,0.09179069,0.0,0.0,0.0,0.0,0.03583801,0.183031,0.0,0.0,0.0,0.02070579,0.0,0.0,0.0,0.00753879,0.01835018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002955336
BUD31,0.5180714,0.0,0.0,0.0,0.0,0.0,0.0,1.878019,0.0,0.0,0.0725429,0.0,0.0,0.0,1.601633,0.1189208999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.424948,0.0,0.0,0.0,0.0,0.0,2.914628,0.0,0.0,0.0,0.0,0.0,0.0293733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0309857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2D3,0.5751050999999999,0.6911593,2.360929,0.02050774,1.422033,4.280312,3.275872,1.389794,2.02575,0.8742983,0.09539168,0.5502535,0.4117409000000001,0.04401326,0.5669318,2.588512,0.7683026999999999,0.1025906999999999,0.9980388,0.0,0.0,0.7268232,0.4297897,0.0,0.6092669,0.0,0.1876428,0.0,0.0,0.06484223,0.06029656,0.1688034,0.0,0.0,0.0,0.2088304,0.0,2.403801,0.0,0.6670802,0.0,0.09727028,1.651439,0.0550234,0.2133438,0.08548786,0.0363785,0.0,0.0,0.0,0.0,0.0,0.02354124,0.04851428,0.04589814,0.04912395,0.0,0.0,0.0,0.0,0.005149246,0.0,0.0,0.294588,0.0,0.0,0.0,0.0,0.0
TOMM5,1.089604,0.0,0.0,0.0,0.0,0.0,2.189555,0.0,0.0,0.0,0.0,3.642537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07622473,0.0,0.1069511,0.0,0.9018043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03961835,0.0,0.06570888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5K,3.002575,1.690755,3.314102,2.253223,3.115259,2.799954,2.190473,0.0,0.7369449,0.0,4.197341000000001,0.0,1.712462,2.788378,0.0,2.331106,0.9742238,1.5664209999999998,2.1072330000000004,2.234181,0.0,1.730533,0.1737617,4.457569,1.36143,4.061045,0.0,1.034746,2.091895,0.6011517,4.7704830000000005,0.0,0.0,3.994832,0.5799729,0.339766,0.0,0.5152140000000001,0.0,0.0,0.0,0.0,0.0,0.0815016,0.0,0.4225761999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0976426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
