gene,LPS_1h_S16,LPS_1h_S67,LPS_1h_S61,LPS_1h_S50,LPS_1h_S82,LPS_1h_S32,LPS_1h_S72,LPS_1h_S22,LPS_1h_S21,LPS_1h_S89,LPS_1h_S71,LPS_2h_S66,LPS_1h_S60,LPS_1h_S43,LPS_1h_S1,LPS_2h_S60,LPS_2h_S4,LPS_2h_S89,LPS_1h_S53,LPS_1h_S48,LPS_1h_S87,LPS_2h_S57,LPS_2h_S9,LPS_1h_S64,LPS_1h_S38,LPS_1h_S17,LPS_1h_S74,LPS_1h_S59,LPS_1h_S14,LPS_1h_S49,LPS_1h_S26,LPS_1h_S63,LPS_1h_S5,LPS_2h_S75,LPS_2h_S84,LPS_1h_S33,LPS_1h_S39,LPS_2h_S27,LPS_2h_S41,LPS_1h_S40,LPS_1h_S62,LPS_2h_S78,LPS_1h_S28,LPS_1h_S30,LPS_1h_S19,LPS_1h_S66,LPS_1h_S35,LPS_1h_S20,LPS_1h_S3,LPS_1h_S18,LPS_1h_S78,LPS_1h_S34,LPS_1h_S42,LPS_1h_S27,LPS_1h_S73,LPS_1h_S96,LPS_1h_S6,LPS_1h_S11,LPS_1h_S86,LPS_1h_S51,LPS_1h_S15,LPS_1h_S45,LPS_1h_S91,LPS_1h_S52,LPS_1h_S80,LPS_1h_S41,LPS_1h_S88,LPS_2h_S13,LPS_2h_S15,LPS_1h_S37,LPS_1h_S25,LPS_1h_S44,LPS_1h_S93,LPS_2h_S45,LPS_2h_S26,LPS_2h_S69,LPS_1h_S8,LPS_1h_S77,LPS_2h_S64,LPS_1h_S85,LPS_1h_S10,LPS_1h_S13,LPS_1h_S24,LPS_1h_S23,LPS_1h_S58,LPS_1h_S75,LPS_1h_S55,LPS_1h_S31,LPS_1h_S94,LPS_2h_S93,LPS_2h_S76,LPS_1h_S90,LPS_1h_S12,LPS_1h_S29,LPS_1h_S56,LPS_2h_S53,LPS_2h_S23,LPS_1h_S7,LPS_1h_S36,LPS_2h_S21,LPS_1h_S2,LPS_2h_S14,LPS_2h_S49,LPS_2h_S65,LPS_2h_S35,LPS_2h_S73,LPS_2h_S29,LPS_2h_S8,LPS_2h_S46,LPS_2h_S62,LPS_2h_S6,LPS_2h_S7,LPS_2h_S58,LPS_2h_S19,LPS_2h_S25,LPS_2h_S42,LPS_2h_S92,LPS_2h_S85,LPS_2h_S52,LPS_2h_S63,LPS_2h_S34,LPS_2h_S38,LPS_2h_S95,LPS_2h_S39,LPS_2h_S22,LPS_2h_S16,LPS_2h_S87,LPS_2h_S91,LPS_2h_S32,LPS_2h_S18,LPS_2h_S54,LPS_2h_S28,LPS_2h_S83,LPS_2h_S71,LPS_2h_S12,LPS_4h_S25,LPS_2h_S17
TOP2B,1.639977,0.3235969999999999,0.1518405,0.0,0.008638018,1.009195,0.7243281,1.429165,0.0,0.4755818,0.07227391,0.5543184,1.75668,1.3021,0.1371752,0.06301827,0.3311457,0.02572249,0.170285,0.9968933,0.1619683,0.06989237,0.3635030999999999,0.03141237,1.261839,0.8370607,0.8462466999999999,0.2555692,0.1127241,0.3119741,0.907567,1.494654,0.9564847,0.07147481,0.2276887,0.01113993,0.7027645,0.4460054,0.3112879,0.0,0.1038543999999999,0.0032400909999999,0.02610559,0.06711657,0.005255114,1.361222,0.0,0.3429908,0.5867331,0.4043375999999999,0.5291598000000001,0.3523992,0.1923965,0.2416152999999999,0.2175119999999999,0.5557288,0.2374018999999999,0.0,0.6456013,0.05557713,0.001389064,0.001693551,0.02080256,0.4502674,0.4804739999999999,0.2415623,0.01240332,0.3720505,0.3895109,0.2200727,0.05508105,1.221484,1.201654,0.5129673,0.8576084,0.3051317,0.1727094,1.275889,1.863731,0.0,2.120301,0.1505351,0.004106504,0.0,0.0,0.001465929,0.0,0.5979469000000001,0.00582596,0.6104513,0.03539729,0.04474813,1.463602,0.003655467,0.05281509,0.0,0.3957286,0.7103106,0.03242776,0.0,0.0,0.0,0.0,0.0,0.0016039129999999,0.2159467,0.5804752,1.471546,0.0,0.1475531,0.3937428,0.778443,0.2540943,0.0,0.1586575,0.3053017,0.01359108,0.00144614,0.002666388,0.0,0.2702902,0.0244922,0.0,0.8038378,0.006997515,0.09939241,0.4108877,0.0306440999999999,2.797172,0.0,0.0,0.4887634,0.5538835999999999,0.0,0.0,0.0,0.4766141
CYTIP,3.417196,2.947501,2.629563,1.798718,2.956974,3.236778,1.283835,4.678617,1.994669,2.214143,1.740209,3.257501,3.045157,1.588793,3.789812,2.665451,2.319087,0.8657065999999999,1.738111,2.14635,0.6629155,2.95832,3.285447,1.251594,2.270913,1.288099,1.107654,3.543943,2.121086,0.8675315,2.500544,1.622415,2.854562,2.981328,0.237457,0.6999204000000001,2.445684,1.716075,1.7059810000000002,2.506275,1.485561,1.99692,2.761157,1.460562,1.803925,1.6958959999999998,2.127913,2.599683,0.5873059,2.272955,1.701313,0.8409899,2.908548,1.333687,0.925397,1.842866,1.3215059999999998,1.698334,2.587173,0.8004366,2.959207,1.048608,0.09166882,0.1499947999999999,0.3091689,1.306694,2.147492,0.001542545,2.0698830000000004,1.679745,0.2644394,0.9879861,0.004127196,1.558136,0.2833148,2.447413,1.076032,0.3034737,0.3834717,1.162451,3.113498,1.441938,1.062144,0.0,0.8958149,2.609967,2.105362,3.006329,1.403203,1.898681,0.03646609,1.115206,1.072483,0.1674489,0.001257109,2.7312990000000004,0.8851503000000001,1.080122,2.778338,1.245932,0.04412477,0.2248798,2.323035,1.377651,2.47711,1.342426,1.372463,1.2601790000000002,2.164484,2.0451650000000003,0.600967,0.0,1.997426,1.859577,2.7459990000000003,1.39392,2.817315,1.313852,0.03010239,1.463279,0.5885888000000001,2.009127,0.6276353,0.5920333999999999,2.57186,0.3912660999999999,1.17959,0.0,1.656873,0.03126333,0.01302897,0.07683158,2.988642,0.0,0.8288992000000001,0.0,0.01474984
TRIM30A,2.717509,2.964752,1.088123,1.848074,1.382325,0.03659545,0.006411225,0.0,0.00823358,0.1807683,1.324011,1.794102,3.000063,0.4935680999999999,3.227145,1.088502,1.175115,1.262962,0.8655908000000001,0.3976784,0.7759096999999999,2.107883,0.0,2.439078,1.781409,1.95201,0.0,3.88517,2.718607,1.081566,1.369841,0.08733761,1.164536,2.292668,0.004156453,0.1869541,2.8872400000000003,2.24947,3.019252,0.8586528,2.263009,1.544596,1.4629450000000002,1.683403,0.5418085,0.08356836,0.2236796,1.41068,0.4346475,2.481557,4.356015,0.8808999,0.08629685,1.306643,0.01085394,2.230083,1.486759,1.172428,0.4378189,4.418658,3.11419,0.008642725,1.095882,2.849162,0.292919,2.365663,0.3203832,0.05365335,1.666477,0.34713,1.624941,1.254773,3.736874,0.0,1.3297139999999998,2.035844,0.0,1.01846,1.889405,0.4636564,0.2759268,1.201439,2.621632,0.2142407999999999,0.0,0.0,2.453969,1.415469,2.464637,1.332963,0.3897030999999999,1.54646,3.140915,0.5290683,0.0,2.127691,2.910346,0.006046673,4.055983,2.51786,3.668888,2.891815,2.5177110000000003,1.256316,0.3674747,3.825196,3.089517,0.0,2.230057,1.770448,0.3759583,1.36175,1.568237,3.101782,2.909847,0.3565008,0.5023386,0.03017674,0.2020331,0.0234749,2.225625,3.567493,0.2554711,2.808261,3.949159,0.0,1.041982,0.1089666,1.281209,1.757434,0.3175284,1.238382,3.1074080000000004,0.05281488,0.1471118,3.0047580000000003,1.410025
RPL21,3.714356,4.120552,3.346192,2.913451,3.297135,4.029543,3.836417,3.282198,3.3169730000000004,3.623904,3.817303,3.4643559999999995,3.828512,2.867773,3.000439,3.294265,2.24107,3.896733,3.896099,3.217748,3.254957,3.515846,3.765582,3.2857260000000004,3.585727,3.014286,3.764874,3.485903,2.848084,2.599381,3.59597,3.256437,2.749026,3.586472,3.106354,3.065843,3.127129,2.933707,3.02159,2.9401770000000003,3.331846,3.300647,3.709277,2.865129,3.1596,2.867542,2.739553,3.348792,2.757541,3.618048,2.153498,2.116108,3.4619910000000003,3.239187,1.966395,2.9137060000000004,2.926412,4.364135,3.705575,2.616731,2.868611,1.531242,2.662221,3.563304,1.80221,3.068186,2.500634,2.903173,3.119402,3.113746,3.2792730000000003,2.474159,1.746071,2.332437,3.421076,2.752985,2.006387,2.5090060000000003,3.288854,2.709768,3.041529,2.813761,3.524461,2.7441720000000003,3.238275,2.504767,2.192128,2.370967,2.540962,2.425704,2.422352,3.515124,3.13173,2.566189,1.40951,2.823079,3.565701,0.7059201,1.217021,2.773334,1.019968,2.664732,3.09957,2.567908,3.331778,2.663629,2.989409,2.726469,3.14121,2.212303,3.262651,2.980664,2.454041,1.827427,2.571683,2.444085,3.413596,4.121049,3.000475,1.349594,3.611155,2.9221060000000003,2.9133560000000003,2.642804,2.867367,1.257148,2.644042,2.767096,3.101136,3.092909,2.775188,2.202436,2.088458,2.061239,1.720732,2.267077,3.332817
IL7R,2.37194,1.252899,1.150221,0.3960134,3.348096,0.2923015999999999,0.04689104,2.918825,0.01070238,0.754445,2.189155,0.675523,1.522367,0.0,0.5245701,3.2304470000000003,0.01655533,0.0,1.854477,0.1680388,1.70684,0.5108939,1.464151,1.241499,0.0,2.168297,1.850182,1.4883309999999998,2.090955,2.089058,0.4086397999999999,2.625073,0.1211823999999999,2.543335,0.9534454,0.02752795,2.224155,3.261622,0.5578692,2.835487,0.7151807,2.320364,1.5202790000000002,2.92583,0.6461216,1.413167,0.0,1.973615,0.8518324,0.3393939,1.491694,1.132323,0.0,2.226405,0.0,0.1785841,0.9321661,0.0,0.3857387,1.684826,2.952311,1.593826,0.1281266,1.197732,1.330788,3.104231,0.00370015,2.094557,0.01748677,0.3199856,0.0,1.108961,0.0,2.472706,2.139944,4.007792,3.572408,1.808714,0.1632681,0.004109139,0.642608,0.0,0.7534582,1.142582,0.0,0.005237619,0.5288821,2.623825,0.0,1.875391,0.0,1.368537,0.0,0.439067,0.0,0.0053986009999999,2.396368,0.005129038,0.0,2.785181,0.1022553,0.0,0.0,2.842465,1.485973,1.068307,0.0,0.1793948,0.2316653,2.673239,1.089674,1.709179,1.0788209999999998,1.143325,0.5968204,0.3524555,0.09504385,2.676668,0.5596348000000001,0.005641256,1.60115,1.553888,1.7946220000000002,0.0,0.6257829,1.595028,2.054755,0.06095773,0.07802827,1.843806,1.567385,2.864456,1.1070950000000002,0.8515338,0.7375659999999999,0.1505782,0.0
SQSTM1,2.881643,1.029923,0.9010769,0.4891829000000001,2.393261,2.555118,0.00661023,3.61762,1.078646,1.972633,0.4703595,2.7685720000000003,1.50962,0.0,2.557766,1.878643,3.509485,2.65215,2.558426,1.699534,2.289764,5.101177,3.040654,3.267828,0.06829047,1.698145,2.720041,1.445207,2.056464,2.182699,2.001412,2.87475,2.306212,3.591452,4.594953,0.4834205,0.8458870999999999,4.509561,3.83051,0.2236052,1.905484,4.441408,2.815326,2.6408560000000003,2.942858,1.6909009999999998,3.968588,2.435889,3.243878,3.41563,2.731469,0.1590776,3.4614910000000005,2.3898770000000003,2.13355,3.021961,2.559627,2.161617,0.5118431,2.9150970000000003,1.960966,2.497702,1.549187,1.663574,0.2072112,0.01373247,0.9824892,2.986206,3.856876,1.260724,1.233646,0.8905771,0.8822665999999999,3.393699,4.213830000000001,3.381152,3.339686,2.746287,4.48606,1.9757,2.66855,3.11611,3.390627,2.553254,0.1440247999999999,0.4257228,1.862832,0.5087282,0.5986469,2.60258,3.010606,2.437314,2.1295580000000003,0.2853064,1.910712,3.874659,4.528274,1.813882,2.974753,3.423891,0.5582866,2.981462,4.2932760000000005,3.054212,3.019084,1.981274,2.872448,2.685485,4.5918790000000005,3.160922,5.1835510000000005,2.822213,3.874175,1.044781,4.437683,4.8573900000000005,2.368806,1.301366,1.916443,0.8806876,3.230664,2.49485,1.837087,0.957751,5.505307,2.041433,5.815645,2.4715740000000004,5.061385,0.1905942,2.58507,4.197704,0.7433960000000001,1.594351,3.3441339999999995,5.467441,1.62942
YWHAQ,3.368295,2.42852,1.504424,2.097726,3.349045,2.694912,0.09929712,2.066688,1.857307,3.427446,0.9558923,3.214454,0.9217359,1.907229,1.538159,0.01188332,2.448446,0.09028083,2.106239,0.0,1.7375580000000002,0.1108207,2.6563950000000003,3.087521,2.158207,2.68523,2.240056,2.721622,3.158926,1.260418,0.6890666999999999,3.45707,2.128339,2.476122,2.577074,0.8730935999999999,2.431062,2.62678,0.197755,1.601129,2.379338,2.137114,2.474008,1.375581,1.3976879999999998,2.757198,0.05891128,0.8145149,0.4223291,3.066653,1.23605,2.654509,1.1511280000000002,2.60337,1.277448,0.03139354,1.70623,1.526545,0.4033415,1.00117,0.2091436,0.0,3.598609,1.367648,0.09644051,2.6701330000000003,2.838271,1.086438,2.998181,0.2117497,2.890077,2.386678,0.0,1.595867,2.873128,0.8425813,1.001915,0.9913854,2.308595,0.04738242,1.660839,1.264445,0.2202752,2.974939,3.427204,2.3209310000000003,0.7653326,0.6645892,0.2260478,0.4924615,2.783706,1.3259459999999998,2.68111,0.5397417,0.03521305,0.4539034999999999,1.627945,0.2583892,0.00534729,1.642924,0.4442601,0.4690337,2.511429,3.145823,2.142632,1.371224,2.476126,0.0,0.0,1.40955,3.727069,2.20287,0.0,1.715145,0.9211017,0.9329645,0.01811423,0.004456203,1.6409790000000002,0.09559853,2.778823,0.7649028,0.002730555,0.6035125,2.285419,1.667619,0.003300987,0.01356018,2.243076,2.252178,0.02039628,3.437551,3.031779,0.9269374,2.083719,0.0896271,2.976366
DENR,1.572602,2.10017,1.873288,0.1838423,1.147062,0.251706,1.5479459999999998,0.365275,2.823324,2.234326,0.7032752,2.264813,0.0,2.194336,0.5644901999999999,2.765961,0.3041186999999999,1.121713,0.8192716,0.2961219,2.167316,3.4935660000000004,2.098923,0.04076141,2.486745,1.388998,0.6364918,0.1648118999999999,0.3839805999999999,0.7345364999999999,2.422727,1.781286,0.2832620999999999,1.619065,1.579358,2.4251,3.051836,1.7257360000000002,1.20873,0.1551225,1.146787,2.766096,0.4636483,1.300232,1.667356,0.5787441999999999,1.942071,0.589973,0.4585467,1.896098,1.174542,1.417226,2.137658,0.5416766,0.09076165,0.0,0.01622404,2.661901,0.5058379,0.06154024,0.01436701,0.0,0.3523622,0.605053,0.1922226,0.7483369000000001,2.159477,1.147816,0.08344043,0.8871841999999999,0.2467326,1.476734,1.905825,1.7050490000000005,1.185133,0.6987973000000001,0.7308853,0.5785404000000001,0.5365338000000001,0.00572424,1.268962,0.5860342,0.03049488,0.2653150999999999,0.6249456,0.1341238,0.2862019,1.251732,0.1092279,3.580496,0.7935269,0.5330254,0.2180401,0.5437939,0.0,0.0075174419999999,0.9968181,0.2945872,0.0,1.037548,0.5065813,0.9438619,0.01926088,1.808443,1.421823,0.1317227,0.6968539,0.0034578,2.0933,1.1123809999999998,1.965099,1.699157,0.3751584,0.7952566999999999,1.047675,2.984379,0.0,0.003726137,0.0,0.040699,1.597822,1.50795,0.1472454,1.2685540000000002,1.111924,0.0798648999999999,0.08035996,0.02261001,0.5940044,0.1012849,1.237034,0.0,0.1688175,2.254968,0.181172,1.184783,2.434243
CREM,1.32795724554045,2.77349285671363,0.654819928025685,1.42475397584564,0.0,0.227398577773248,2.47074886086586,1.38542106892547,1.31853378844722,1.37553082015782,1.7509158052686,0.0,1.05756677816809,0.602602135241668,2.88410176209889,0.8823324450657479,0.549949480945569,1.6225146501999097,0.0,0.0816518673204628,0.0147416724782215,0.0,4.23626577208732,0.0346066294154347,0.0645163683301895,1.4099382552225,0.0,0.0,0.4268395158958,0.370703397009242,0.123941297931554,0.0,0.7883402939695379,0.062643954011728,0.807567880717154,0.0422231276435787,1.52635226154682,0.0433470273603236,0.935892062802272,1.65863892868839,0.0,0.0070940107467519,0.0083883176335578,0.0,1.073697909902,1.79835628114409,0.0398959809712364,0.0,0.0,0.0,0.0,1.25099032302519,0.0,0.192017976231112,0.0,0.0,0.0,0.0,0.438659802065858,0.0,1.9433073298630696,2.3313476060240497,0.0829744775849784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13933979447932,0.0,1.5319440628388,0.0,1.53421335416839,1.49678085552595,0.0,0.13810399975382,1.0549608747789498,2.30172646541172,0.0,0.0,1.58403260008613,0.0608365762852622,0.0,1.86967367694242,0.88683572507258,0.0,1.87735021989865,0.702003483927355,0.9382306299468348,0.9873532841771768,0.0,0.0,0.006117176483075,1.3114020910686002,0.0,0.0,0.0744268241656148,0.0,1.76206399112358,0.0,1.77593615067644,0.0,0.0,1.16902432708746,0.0,0.0,0.0,0.318554867659241,0.0,0.397062938628005,0.0,0.0,0.148283006186855,1.00292023892263,0.0,0.0,0.0,0.107314602197747,0.0,0.0,0.2075968612273949,1.17889907490026,0.0102432221397153,0.0,0.0,4.06386406310498,0.0219914888542192,1.62951115735946,0.0697244073565936,0.0,0.0,0.0,0.0,0.0
TBXAS1,3.214799,0.9836018,4.1738230000000005,3.055751,2.989353,0.0,1.330542,1.688238,1.372692,3.532895,1.437917,0.5746967,2.216787,3.21317,1.731341,1.080517,2.094832,0.761417,4.224789,1.457433,0.7950035,0.0120933,0.01522394,3.000382,2.183691,0.4433406,2.619806,1.332826,2.518868,1.7515029999999998,2.31882,1.263833,2.198732,2.630726,1.134897,0.01096175,1.6379709999999998,0.06807888,3.106631,3.236362,2.312042,2.185093,1.53462,1.376223,1.225553,0.421587,3.628186,1.974704,2.3046330000000004,1.96253,1.901528,0.6362545999999999,1.153085,0.3376209,1.990071,2.893048,0.7500395000000001,2.320305,0.02362322,1.807224,3.3084300000000004,1.6653669999999998,1.182762,2.518686,1.641291,0.196023,0.3592546,2.416853,2.667416,1.954013,0.3873395999999999,2.951409,0.7114159999999999,0.0,0.4678377,2.114544,3.41726,1.201232,1.889361,1.1981959999999998,1.25398,3.606178,0.03463883,2.52402,0.1599095,0.3098565,1.090867,3.3495660000000003,2.431854,0.3046769,0.02110589,0.2996660999999999,0.4755649999999999,0.01068024,0.371137,1.207331,1.871894,0.2116208999999999,1.589527,1.121559,0.0,0.4680613,2.528255,2.501451,0.3357817999999999,0.1489839,0.2145855,0.06176065,3.199236,2.765816,0.117118,0.4137871,0.01310359,1.571762,0.7794953,0.0,1.1886139999999998,0.09434854,0.1125797,0.05071878,0.9179721,2.366685,1.050834,0.86659,0.1471376,1.809233,2.107894,1.58199,0.01054813,1.338841,0.05737992,2.882328,0.004726923,0.1812726,3.413465,1.867956,2.382222
COX7C,4.427501,4.331671,3.984824,3.992889,3.801165,3.89574,4.264642,4.329289,2.8552470000000003,4.588414,3.4309800000000004,4.370603,3.649535,3.981709,3.986418,4.323519,3.964366000000001,4.420532,4.444368,3.745181,4.690622,4.169097,4.277588,4.40729,4.2277260000000005,4.841254,4.581793,4.5806260000000005,4.753694,5.202239,4.866383,4.738226999999999,4.817583,3.5766730000000004,4.268146,4.64762,4.1058900000000005,4.095987,4.718986,4.473248,4.516904,4.366601999999999,4.51779,4.147607,3.969202,4.622849,3.868884,4.208666,4.745991,4.515552,3.811103,3.703005,4.314744999999999,4.589768,4.163086,4.072641,3.514557,5.189087000000001,4.937454,4.137587,3.923995,2.947022,4.721026,3.964014,3.00501,4.556589,2.75258,4.283396,3.956961,4.7479830000000005,3.118077,4.181129,3.778237,4.007047,4.408546,3.843732,4.28226,3.5981410000000005,4.925644,3.878519,5.097958,3.301457,2.857792,3.152957,2.959004,2.727557,4.633092,4.348237999999999,3.501837,4.963491,4.065714,4.788143,3.666373,5.03619,3.320602,4.223625,4.457376,2.851871,3.656244,4.507872,4.922135,5.084238,3.872213,4.452244,4.74037,3.917199,3.481574,3.727828,4.407009,4.604744999999999,5.258841,4.047774,4.836028,4.255485,4.163708,4.339269,4.481429,5.124202,4.905655,3.4506870000000003,3.946582,3.8452,3.503603,4.688619,4.268392,3.853803,3.537633,3.734901,4.906142,4.369343,4.094156,4.340495,4.524628,4.48872,3.887764,4.069923999999999,4.686630999999999
SEP15,2.85774,0.3896832,1.447877,1.127369,3.475392,2.523941,1.245202,2.274803,2.659867,1.320765,2.3376900000000003,0.7253848,3.826683,1.550766,2.485993,2.878342,4.153205000000001,0.4433693,2.346706,2.520562,2.980313,2.426217,3.411856,3.734354,2.598955,3.046241,3.817975,2.227903,3.311639,3.719789,4.087549,3.606584,3.7416,2.009971,2.522762,1.170942,3.66705,3.982054,3.4875870000000004,3.095615,2.791446,2.146962,1.072426,2.815118,2.821156,2.672491,0.8828865,3.106836,3.935856,2.99153,2.527844,3.343809,2.525025,1.645674,2.567308,2.568894,2.936605,3.735545,0.7875982,3.602822,0.01092788,0.3185481,2.792917,2.342114,1.407507,4.345597,0.9437705,0.8843601999999999,2.764559,2.6391560000000003,2.736695,1.795323,2.654504,2.475181,3.705,3.784387,3.075921,1.423233,1.995944,3.801293,3.460203,1.954844,4.180809,2.4249970000000003,2.460593,2.34655,2.016664,3.845168,0.1209788,0.2164411,3.216954,2.548254,2.89584,1.538909,1.3212,4.383178,2.127737,2.368475,3.251647,3.204996,4.013764,3.221489,0.3478071,2.70986,2.512372,2.745735,2.9943470000000003,3.540881,0.9376225,3.092127,3.412681,0.6739125,3.683793,0.0,2.737085,2.5504130000000003,2.384754,1.211745,3.709912,1.720418,2.67448,1.032647,0.1850056,2.749242,3.131529,2.317062,2.471693,2.608622,2.013067,1.568878,2.0003450000000003,2.833821,2.811304,4.10789,0.5062420999999999,3.241464,1.247286
GDI2,5.097529,5.324783999999999,4.4266440000000005,5.254677,5.202026999999999,2.878136,4.600291,4.168296,4.552644,4.412748000000001,3.988526,3.899997,4.179766000000001,3.580793,3.950371,2.77978,4.70967,3.11102,2.856769,4.952639,2.671977,3.4753,4.101018,3.769937,3.731558,3.08332,3.672316,3.184856,3.08059,3.210764,3.395471,3.794124,3.906615,4.591298999999999,4.113613,4.997943,3.914739,3.5616769999999995,3.158166,3.947858,3.752883,3.143444,3.821981,3.564239,2.619729,3.805918,3.695353,2.452445,1.748673,3.430846,2.46611,3.451304,0.914267,2.327312,1.909991,1.996962,2.152507,3.32718,3.4328,0.8023471,4.314006,2.578484,3.033344,2.374593,3.4458010000000003,4.219193,2.290617,3.334652,3.126941,2.731894,1.706806,2.460778,3.450288,3.482389,3.668664,1.840764,3.075692,2.641543,3.1846330000000003,2.916894,2.174848,3.304274,3.719308,3.775074,1.823698,0.1483433,3.007264,2.36846,2.315753,3.368478,2.523833,0.04777067,1.250209,0.8335701999999999,3.317557,1.6599509999999995,2.381564,3.607216,4.339297,0.5202295,1.883339,4.017727,1.899674,2.694552,0.1237581999999999,0.3282103,2.957157,2.3793040000000003,3.5997449999999995,2.614895,3.939886,1.111253,2.790133,3.008978,1.907976,3.524007,2.568822,2.2600290000000003,1.859334,0.3665578,3.019452,3.720717,2.466939,3.70295,2.8746270000000003,1.2268059999999998,2.6550830000000003,3.261475,3.304387,2.392413,1.341307,1.347292,2.885051,1.766,0.003697798,2.139491,3.874966
IER3IP1,2.00765804778592,3.10081068648973,3.08742267019486,2.7786049810902407,1.00899038334429,3.05081045270376,1.65719307035261,0.272354029231601,2.11774456926831,3.4226298074157406,1.9253955768073097,2.07927209828443,2.9822103459652,1.61226125178249,1.53527197430054,1.91868888451287,0.494664135985625,1.1510226925603702,2.15174498053284,2.81464253671808,3.09731432607166,1.75341861163372,0.8771848676069921,2.93600032336249,2.77095060909389,1.61072774364829,2.15480702108814,1.61046075898432,1.08831490019216,2.99759508236997,3.9037549596594703,2.96467704436064,1.77171656365621,1.73998446665059,2.83737717675469,2.01303897379162,2.95479202710721,3.11653691793238,1.7621989519109398,3.1306393781543305,3.23581210883928,2.7875742280962097,2.74479498964489,2.1458966517796103,2.64765630995325,3.67034259778005,3.31017903544785,2.80680919042737,2.98248121152763,3.8120561050110298,1.68481993488338,2.8929783809714595,2.40288420729605,2.60930617916201,4.07211513216566,1.3962663531774098,2.13092489611991,3.0476259291807097,1.4217691348423305,1.9583597243283897,1.2974805976297,2.17293520530994,2.34234892082536,2.60369880008732,2.09400317897405,2.8500308581979703,1.2077377906829398,0.3658324640466679,2.54122819190529,2.2833498752339803,1.5084928155685902,2.59186462864951,3.0334818238026897,1.3396735986786,2.46388654350073,3.02972945504944,1.42842942509448,0.8382688281845879,2.8226541379019,0.0375620751583583,2.57492705049426,2.05124180883424,1.94933687865882,2.57513623451519,1.9033423283395503,2.81806447349188,2.28333230698144,2.4669408420936403,0.0,2.83873025474617,1.480655036476,2.87653477007612,2.93741182185807,1.29907072061818,2.31640203779566,1.7809415388984902,2.95010767389598,3.15354916613994,3.39755886605887,3.0213697788655494,2.36458116350677,2.2894043087847,1.37743876092369,1.64217257877621,0.963823803866107,3.5559404302949,2.78602615016244,0.4041338566453429,1.50739182007105,2.94183530086381,3.2869700133672297,1.46220247658832,2.4218308611143904,0.0426919159546851,3.0175810880212404,0.838932563093874,2.66795399001642,2.06595490990269,1.86124329617321,0.7634471907437529,1.94805006203568,2.24724715595995,3.26672983690226,0.8427587989990211,1.87930258304528,0.0,2.26199327485895,1.78606583907207,2.31000363180528,1.26721231788668,1.7505041164615902,2.95335415341671,1.7977468803869,2.44966649658187,1.1610636719566598,1.66871789292538,4.33784779757143
NDUFB2,1.946101,1.7043119999999998,3.073617,2.998108,1.608577,3.092508,2.952783,1.467811,1.844549,3.1836450000000003,0.5691298,2.563963,2.958625,0.8080845,1.313533,0.8296209000000001,0.8999718000000001,0.0,2.849376,2.624021,2.46293,0.1284908,1.496751,2.815861,3.87096,2.965187,3.612325,3.137448,3.844038,2.9365330000000003,3.472169,3.3247760000000004,2.92255,0.0,1.573556,3.741865,3.088189,2.0508580000000003,4.25966,2.822507,3.251664,0.8469643,2.391837,3.282706,3.199444,3.212325,0.0,2.605444,1.894014,3.153882,2.605793,2.888961,2.176518,1.553111,2.61825,2.1429150000000003,3.225499,2.306822,3.440351,2.0817240000000004,3.091339,1.853496,3.411511,3.5163330000000004,3.389999,0.6563246,0.7144308000000001,1.95888,1.97365,3.140298,1.5854469999999998,4.305322,3.841915,1.474123,0.6084534,1.4675,2.85297,1.723873,3.788719,4.260476000000001,2.254143,2.433341,1.5353290000000002,2.454822,2.219187,1.21851,2.665211,2.635221,0.0,2.369859,1.513235,4.363898000000001,2.087403,4.115745,2.984835,1.804702,1.508578,0.0,1.566252,0.9018421999999998,0.2895854,2.685498,0.3575605999999999,1.503432,1.410547,1.779436,1.28894,0.8372724,2.022038,2.576978,1.821464,0.1043565,0.6975154,0.0,2.1469240000000003,2.600642,2.786074,1.423935,0.7337166,2.355092,0.0,1.476027,0.0,1.998639,1.733048,2.04425,1.722157,0.8678313,0.1632583,2.904304,0.0,0.0,0.4270045,1.598493,0.0,2.195309,2.6024990000000003
