Gene1,Gene2
GATA2,CDT1
GATA2,FASTKD2
GATA2,EML4
GATA2,NPTN
GATA2,ZFP53
GATA2,SLC26A2
GATA2,HNRNPLL
GATA2,SLC25A38
GATA2,DUSP1
GATA2,CD244A
GATA2,ABHD17B
GATA2,GUSB
GATA2,RPA1
GATA2,PTDSS1
GATA2,ABL1
GATA2,CENPK
GATA2,FIGNL1
GATA2,NOLC1
GATA2,CCNA2
GATA2,IL27RA
GATA2,CIPC
GATA2,TSC22D3
GATA2,HSPA1A
GATA2,RFC4
GATA2,DDX20
GATA2,CIP2A
GATA2,TIPIN
GATA2,TBC1D5
GATA2,ABCB8
GATA2,NKG7
GATA2,PLEKHO2
GATA2,GMCL1
GATA2,FGGY
GATA2,DUT
GATA2,ADK
GATA2,PRELID3B
GATA2,USP37
GATA2,POLE
GATA2,CDC45
GATA2,FEM1B
GATA2,ARL8B
GATA2,CCDC137
GATA2,NCAPD2
GATA2,CNN3
GATA2,TXNDC11
GATA2,TIMM29
GATA2,DOCK11
GATA2,ARID5A
GATA2,TRIM35
GATA2,HUS1
GATA2,CKS2
GATA2,WDR4
GATA2,CENPA
GATA2,LRRC8B
GATA2,HNRNPAB
GATA2,TCN2
GATA2,GOLIM4
GATA2,LRRC59
GATA2,CTSF
GATA2,EIF2B1
GATA2,OSBPL8
GATA2,CLPTM1L
GATA2,NOP2
GATA2,AKAP8L
GATA2,CERS6
GATA2,CBFB
GATA2,POLR1B
GATA2,TSC22D1
GATA2,RMND5A
GATA2,S100A6
GATA2,SLC7A4
GATA2,BTAF1
GATA2,OSBPL1A
GATA2,UBA7
GATA2,NCEH1
GATA2,JPT1
GATA2,IL6ST
GATA2,PPP1CB
GATA2,CD44
GATA2,PPAT
GATA2,MIS12
GATA2,SMARCA2
GATA2,CFP
GATA2,MTCH2
GATA2,DHX33
GATA2,FOXRED1
GATA2,ABCE1
GATA2,NASP
GATA2,TYROBP
GATA2,QARS
GATA2,NADK
GATA2,EIF2S1
GATA2,IL21R
GATA2,SNRNP200
GATA2,SHISA5
GATA2,METTL27
GATA2,BID
GATA2,PIK3R1
GATA2,ATF7
GATA2,MSH6
GATA2,PLD3
GATA2,MCM4
GATA2,ERLIN1
GATA2,ITPR1
GATA2,ACOX1
GATA2,TMEM97
GATA2,ATAD2
GATA2,NOL9
GATA2,ATP6AP1
GATA2,MOB3C
GATA2,SNAP23
GATA2,SLC30A5
GATA2,COQ8A
GATA2,REL
GATA2,UPP1
GATA2,FEM1A
GATA2,E2F4
GATA2,MAPK1
GATA2,DEF8
GATA2,SHCBP1
GATA2,ADO
GATA2,THADA
GATA2,PLSCR4
GATA2,EFCC1
GATA2,NEDD1
GATA2,PLAG1
GATA2,TUBA4A
GATA2,PECAM1
GATA2,GCNT2
GATA2,CDK1
GATA2,POLR2B
GATA2,IRGM2
GATA2,THEMIS2
GATA2,FTSJ3
GATA2,STT3B
GATA2,TRMT6
GATA2,ME2
GATA2,INTS13
GATA2,GSR
GATA2,MDN1
GATA2,KLF6
GATA2,ARFGEF2
GATA2,RABGGTB
GATA2,9430015G10RIK
GATA2,LAP3
GATA2,CDCA7
GATA2,CD9
GATA2,NECAP2
GATA2,LY9
GATA2,NDUFA10
GATA2,PTPRS
GATA2,ELAC2
GATA2,TRIB3
GATA2,SEH1L
GATA2,PSMG2
GATA2,MYCT1
GATA2,IL12A
GATA2,REXO4
GATA2,DLST
GATA2,HIF3A
GATA2,4833439L19RIK
GATA2,ISG20
GATA2,XAF1
GATA2,STRAP
GATA2,NUDT4
GATA2,TOMM70A
GATA2,EAF1
GATA2,AURKB
GATA2,ICAM1
GATA2,CREB5
GATA2,GGTA1
GATA2,ARRDC4
GATA2,ALAS1
GATA2,DDX21
GATA2,RTEL1
GATA2,NAMPT
GATA2,SMC2
GATA2,CPA3
GATA2,CLN5
GATA2,NDE1
GATA2,UAP1
GATA2,ZBTB38
GATA2,KCTD12
GATA2,ANXA5
GATA2,MTMR4
GATA2,MC5R
GATA2,ABCG3
GATA2,ACAA2
GATA2,TOPORS
GATA2,TM7SF3
GATA2,CD34
GATA2,GFM1
GATA2,EMILIN1
GATA2,MECOM
GATA2,LACTB
GATA2,NUS1
GATA2,MPZL1
GATA2,CLEC4E
GATA2,CENPE
GATA2,TAF12
GATA2,PFKFB3
GATA2,PATL1
GATA2,ZFP367
GATA2,POLD1
GATA2,NSUN2
GATA2,TM6SF1
GATA2,NUP155
GATA2,TRIM16
GATA2,SORL1
GATA2,TBL3
GATA2,BYSL
GATA2,CCDC50
GATA2,IARS2
GATA2,APLP2
GATA2,ZFP322A
GATA2,GNL3
GATA2,TMEM206
GATA2,NUSAP1
GATA2,HLF
GATA2,NAA50
GATA2,PCMTD2
GATA2,NCAPG2
GATA2,ACLY
GATA2,RELB
GATA2,NAPRT
GATA2,HASPIN
GATA2,WDHD1
GATA2,BIRC5
GATA2,HARS
GATA2,ODC1
GATA2,CD48
GATA2,SARAF
GATA2,ATP13A1
GATA2,FAM91A1
GATA2,NDC80
GATA2,PLAA
GATA2,XPNPEP1
GATA2,GARS
GATA2,CUL3
GATA2,ADGRG3
GATA2,SLC39A6
GATA2,ELP2
GATA2,MR1
GATA2,IARS
GATA2,ZFP945
GATA2,RNF4
GATA2,KIF17
GATA2,DHRS3
GATA2,COLGALT1
GATA2,PSMD6
GATA2,CKAP2
GATA2,RPS6KA5
GATA2,ZFP24
GATA2,SIRPA
GATA2,CNRIP1
GATA2,AP1S2
GATA2,IDH3A
GATA2,ATG12
GATA2,AP3S1
GATA2,SLC35B4
GATA2,IGTP
GATA2,PTCD3
GATA2,CTPS
GATA2,SGPP1
GATA2,OTUD4
GATA2,NUDCD1
GATA2,DDX39
GATA2,SH2D5
GATA2,GBP7
GATA2,ATP1B3
GATA2,SLC31A1
GATA2,ZNRF2
GATA2,MTR
GATA2,ALDOC
GATA2,SELENOP
GATA2,VPS35
GATA2,ORC6
GATA2,MNS1
GATA2,RPAP1
GATA2,RORA
GATA2,ALDH18A1
GATA2,KIF11
GATA2,UBR7
GATA2,MFSD14B
GATA2,MCM10
GATA2,NUBP2
GATA2,AKNA
GATA2,MCM2
GATA2,INPP5B
GATA2,NUP107
GATA2,NAP1L3
GATA2,HDAC2
GATA2,SLC44A2
GATA2,JPT2
GATA2,PLXDC2
GATA2,HSPH1
GATA2,CTC1
GATA2,SPPL2B
GATA2,SERPINB9
GATA2,PPM1G
GATA2,SESN1
GATA2,BDH2
GATA2,FGL2
GATA2,BACE1
GATA2,PSEN1
GATA2,SPC25
GATA2,FLNB
GATA2,SFXN1
GATA2,NUDT19
GATA2,TFRC
GATA2,ORC2
GATA2,MTOR
GATA2,FDFT1
GATA2,PPID
GATA2,TOMM40
GATA2,FAM171A1
GATA2,METAP1
GATA2,RFC5
GATA2,RAB31
GATA2,TACC3
GATA2,CAD
GATA2,RAD51AP1
GATA2,HDC
GATA2,SOCS2
GATA2,CKAP5
GATA2,CYBC1
GATA2,CTSZ
GATA2,USP14
GATA2,RAD21
GATA2,NCLN
GATA2,OSGIN1
GATA2,BCAP29
GATA2,ETF1
GATA2,F2R
GATA2,SERP1
GATA2,SERPINB6A
GATA2,DCK
GATA2,PIP4K2A
GATA2,SORT1
GATA2,CCL4
GATA2,MCM5
GATA2,MEIS1
GATA2,ANKRD44
GATA2,ARHGEF39
GATA2,LYN
GATA2,USP42
GATA2,DNAJC5
GATA2,TLR4
GATA2,DDX1
GATA2,CD93
GATA2,CSGALNACT2
GATA2,NUP93
GATA2,G6PDX
GATA2,EIF1AD
GATA2,MYB
GATA2,GM4951
GATA2,RAP1B
GATA2,ABL2
GATA2,GPD1L
GATA2,CNIH1
GATA2,TYMS
GATA2,SLC35E1
GATA2,TFG
GATA2,PHKB
GATA2,HDGF
GATA2,ZFAND5
GATA2,TUBGCP3
GATA2,EMB
GATA2,PRSS57
GATA2,KIF22
GATA2,CSE1L
GATA2,ACOT9
GATA2,PRKCQ
GATA2,RETREG1
GATA2,MGAT5
GATA2,SYNJ1
GATA2,GNG2
GATA2,RNF122
GATA2,PSME4
GATA2,ZFP451
GATA2,JAM3
GATA2,UBA2
GATA2,UQCRFS1
GATA2,FGFR1OP
GATA2,SF3B3
GATA2,GMNN
GATA2,NFAM1
GATA2,SALL2
GATA2,MCM3
GATA2,FAR1
GATA2,RNF38
GATA2,PREP
GATA2,PA2G4
GATA2,RGCC
GATA2,LCP2
GATA2,FAM136A
GATA2,NCAPG
GATA2,BC005561
GATA2,PHF10
GATA2,NPLOC4
GATA2,TMEM154
GATA2,NDUFV1
GATA2,GOLT1B
GATA2,IRF6
GATA2,SZT2
GATA2,CDC7
GATA2,PSMC2
GATA2,KCTD20
GATA2,PSMD1
GATA2,PRPF4
GATA2,CCNB2
GATA2,BUB1
GATA2,TENT5A
GATA2,PRODH
GATA2,CDC20
GATA2,ZBTB16
GATA2,GALNS
GATA2,KNSTRN
GATA2,APBB1
GATA2,MIEF1
GATA2,MTHFD1
GATA2,MYO1F
GATA2,RPN1
GATA2,FCGRT
GATA2,NR3C2
GATA2,FAM102B
GATA2,SNRPB
GATA2,PANX1
GATA2,CSTF2
GATA2,MPI
GATA2,KIF20B
GATA2,E2F8
GATA2,UTP4
GATA2,NFIA
GATA2,CYP2J9
GATA2,HCFC1
GATA2,EGR1
GATA2,FSTL1
GATA2,MEMO1
GATA2,NDRG1
GATA2,LIG1
GATA2,HDGFL3
GATA2,TGTP2
GATA2,TGTP1
GATA2,PRKCD
GATA2,PRIM1
GATA2,9530068E07RIK
GATA2,ZFP35
GATA2,TEC
GATA2,LDHB
GATA2,CDC6
GATA2,CD52
GATA2,INTS8
GATA2,RAB38
GATA2,MAN2A2
GATA2,DHFR
GATA2,CTTN
GATA2,HDAC11
GATA2,PRPS2
GATA2,ENPP5
GATA2,SATB1
GATA2,BUB1B
GATA2,NDRG2
GATA2,SPCS3
GATA2,TBC1D10C
GATA2,SDF2L1
GATA2,KIF13A
GATA2,SH3BGRL
GATA2,SMPDL3A
GATA2,SERPINA3G
GATA2,ECT2
GATA2,SYK
GATA2,ANXA2
GATA2,RGS2
GATA2,MYC
GATA2,CD82
GATA2,ZDHHC13
GATA2,STIP1
GATA2,JARID2
GATA2,PSTPIP1
GATA2,SNAP47
GATA2,LY6A
GATA2,ZFP36
GATA2,PITPNC1
GATA2,DOCK10
GATA2,ATAD1
GATA2,IKZF1
GATA2,PRIM2
GATA2,TPX2
GATA2,SEC24D
GATA2,PBX1
GATA2,CYB5R1
GATA2,LGALS1
GATA2,TBC1D9B
GATA2,TAB1
GATA2,SETD2
GATA2,IIGP1
GATA2,DENND2D
GATA2,ZBTB20
GATA2,NFKBIA
GATA2,YBX1
GATA2,SERPINB1A
GATA2,PTTG1IP
GATA2,ARHGEF18
GATA2,SLCO4A1
GATA2,ACSS2
GATA2,GPRASP1
GATA2,RGS19
GATA2,ARCN1
GATA2,IFI30
GATA2,CASP12
GATA2,VAV3
GATA2,METTL7A1
GATA2,PIK3IP1
GATA2,MAP4K2
GATA2,PDIA4
GATA2,ZMIZ1
GATA2,CDCA3
GATA2,RPP40
GATA2,RUVBL2
GATA2,GYS1
GATA2,GLB1
GATA2,CDKN1C
GATA2,TIMP2
GATA2,SPC24
GATA2,MTUS1
GATA2,FCHO2
GATA2,WDR55
GATA2,PWP2
GATA2,USP11
GATA2,KPNA3
GATA2,MMRN1
GATA2,IFI27L2A
GATA2,TMEM33
GATA2,CTSL
GATA2,ANXA1
GATA2,CTR9
GATA2,MOGS
GATA2,LSP1
GATA2,LMAN2L
GATA2,HMGB2
GATA2,CSAD
GATA2,SELENBP1
GATA2,TRIM30D
GATA2,PRKCH
GATA2,CDCA8
GATA2,ABCG2
GATA2,TMEM50B
GATA2,MFSD10
GATA2,SNX30
GATA2,RPRD1B
GATA2,FLNA
GATA2,CKAP2L
GATA2,FOXO1
GATA2,PPM1F
GATA2,IRF7
GATA2,GMIP
GATA2,ERCC8
GATA2,ABCB10
GATA2,PYGM
GATA2,ZFP422
GATA2,CTLA2B
GATA2,GANAB
GATA2,PDE4D
GATA2,EMCN
GATA2,TCIRG1
GATA2,RANBP3
GATA2,OASL2
GATA2,PDE4B
GATA2,COL4A2
GATA2,COL4A1
GATA2,APOE
GATA2,RARB
GATA2,GBP2
GATA2,NDC1
GATA2,HELLS
GATA2,CYC1
GATA2,ZFP467
GATA2,TMEM43
GATA2,PFKP
GATA2,INO80D
GATA2,EPAS1
GATA2,VSIR
GATA2,ADSL
GATA2,KCNK5
GATA2,ACOX3
GATA2,RASA4
GATA2,CCNF
GATA2,SRM
GATA2,SAMD9L
GFI1B,MPZL1
GFI1B,ITSN1
GFI1B,ASF1B
GFI1B,HMGB2
GFI1B,D1ERTD622E
GFI1B,PCLAF
GFI1B,TNPO1
GFI1B,TCF19
GFI1B,SMARCA2
GFI1B,ABHD17B
GFI1B,CHORDC1
GFI1B,GMIP
GFI1B,ARID5A
GFI1B,SPI1
GFI1B,SEC23IP
GFI1B,REL
GFI1B,HK3
GFI1B,PDIA4
GFI1B,NFAT5
GFI1B,EGR1
GFI1B,HNRNPAB
GFI1B,TCP11L2
GFI1B,YPEL3
GFI1B,FIGNL1
GFI1B,USP42
GFI1B,TMEM97
GFI1B,MYCT1
GFI1B,TECPR1
GFI1B,CEP55
GFI1B,BIRC5
GFI1B,MTMR6
GFI1B,NUF2
GFI1B,ELOVL5
GFI1B,DNAJC10
GFI1B,PATL1
GFI1B,GTF2H1
GFI1B,JUN
GFI1B,CLEC12A
GFI1B,COPB1
GFI1B,DOCK10
GFI1B,ATP10A
GFI1B,MBNL3
GFI1B,CLEC4E
GFI1B,MRPL20
GFI1B,GMFB
GFI1B,NFE2
GFI1B,HJURP
GFI1B,MEIS1
GFI1B,TMEM43
GFI1B,RGS19
GFI1B,CFP
GFI1B,CSGALNACT1
GFI1B,PROCR
GFI1B,CLTC
GFI1B,NASP
GFI1B,NEURL3
GFI1B,CCDC50
GFI1B,SUPV3L1
GFI1B,TRIM16
GFI1B,IDH1
GFI1B,TIMM29
GFI1B,TMEM173
GFI1B,TOP3B
GFI1B,SNRNP200
GFI1B,UQCRFS1
GFI1B,PARP8
GFI1B,LRRC59
GFI1B,CD274
GFI1B,MYO5A
GFI1B,SRSF1
GFI1B,ZFP53
GFI1B,PLAA
GFI1B,CALCRL
GFI1B,EIF2S1
GFI1B,POLR1B
GFI1B,CSF2RB
GFI1B,CLPTM1L
GFI1B,MSH6
GFI1B,POR
GFI1B,WDR5
GFI1B,MAP4K2
GFI1B,ADO
GFI1B,TXNDC11
GFI1B,LIG1
GFI1B,CDCA3
GFI1B,DHRS3
GFI1B,CKS1B
GFI1B,LRRC8B
GFI1B,RTP4
GFI1B,FEM1B
GFI1B,NOLC1
GFI1B,ALDH18A1
GFI1B,MAMDC2
GFI1B,VAV3
GFI1B,PTPRS
GFI1B,USP37
GFI1B,RFC4
GFI1B,PLPPR3
GFI1B,PIK3R2
GFI1B,NUS1
GFI1B,MYB
GFI1B,SZT2
GFI1B,MCM4
GFI1B,DPP8
GFI1B,CD244A
GFI1B,ARFGEF2
GFI1B,9430015G10RIK
GFI1B,TYMS
GFI1B,ATAD2
GFI1B,PIM2
GFI1B,RRM1
GFI1B,PBK
GFI1B,ZNRF2
GFI1B,RACGAP1
GFI1B,ADK
GFI1B,POLE3
GFI1B,MC5R
GFI1B,CDK6
GFI1B,TSPAN14
GFI1B,HDGF
GFI1B,NCEH1
GFI1B,RGS2
GFI1B,CDC7
GFI1B,CNRIP1
GFI1B,TBC1D2B
GFI1B,GCNT2
GFI1B,DEF8
GFI1B,HSPH1
GFI1B,FOXO1
GFI1B,SGO1
GFI1B,FLOT2
GFI1B,SMPD4
GFI1B,MTHFD1
GFI1B,UBE2C
GFI1B,DNAJC11
GFI1B,MCM7
GFI1B,MIS18BP1
GFI1B,ZDHHC6
GFI1B,TESPA1
GFI1B,TOMM70A
GFI1B,FRRS1
GFI1B,ACSS2
GFI1B,NUDCD1
GFI1B,GLB1
GFI1B,RBPMS
GFI1B,EEF1E1
GFI1B,SERPINB1A
GFI1B,FUT7
GFI1B,CD44
GFI1B,NDC80
GFI1B,IKZF1
GFI1B,DUT
GFI1B,RTEL1
GFI1B,SERPINB6A
GFI1B,METTL7A1
GFI1B,CTC1
GFI1B,PPID
GFI1B,MYCN
GFI1B,CD82
GFI1B,RARS
GFI1B,TEX10
GFI1B,OTUD6B
GFI1B,HACD3
GFI1B,TACC3
GFI1B,GMNN
GFI1B,USP14
GFI1B,NCAPG
GFI1B,DNM1L
GFI1B,OSBPL8
GFI1B,RUVBL2
GFI1B,GYS1
GFI1B,RPRD1B
GFI1B,CSTF2
GFI1B,EIF2B1
GFI1B,PSME4
GFI1B,DDX20
GFI1B,ECT2
GFI1B,BUB1
GFI1B,WDR43
GFI1B,FASTKD3
GFI1B,SLC18A2
GFI1B,ICAM1
GFI1B,TRMT11
GFI1B,CDT1
GFI1B,RNF4
GFI1B,ACOX3
GFI1B,MTCH2
GFI1B,IRF8
GFI1B,RANGAP1
GFI1B,PHF5A
GFI1B,OTUD4
GFI1B,NDUFA10
GFI1B,MGAT1
GFI1B,CTSL
GFI1B,AKAP8L
GFI1B,SERP1
GFI1B,RMND5A
GFI1B,WDR4
GFI1B,TNFRSF21
GFI1B,ATP1B3
GFI1B,CDCA5
GFI1B,SCARB1
GFI1B,RPTOR
GFI1B,SLC44A2
GFI1B,HUS1
GFI1B,CIP2A
GFI1B,API5
GFI1B,ITPR1
GFI1B,CENPK
GFI1B,DTL
GFI1B,NPLOC4
GFI1B,ITGAL
GFI1B,ADSSL1
GFI1B,CKAP2
GFI1B,MAD2L1
GFI1B,CD68
GFI1B,PECAM1
GFI1B,DUS1L
GFI1B,SLCO4A1
GFI1B,PCMTD1
GFI1B,DLST
GFI1B,TYROBP
GFI1B,FCGRT
GFI1B,FCGR2B
GFI1B,NUP155
GFI1B,IRF9
GFI1B,MDN1
GFI1B,HSPA1A
GFI1B,CDC45
GFI1B,ATF7
GFI1B,IMMT
GFI1B,CDCA4
GFI1B,SATB1
GFI1B,TMEM50B
GFI1B,PLIN3
GFI1B,DHX33
GFI1B,TPX2
GFI1B,SFXN1
GFI1B,PLAG1
GFI1B,INO80D
GFI1B,HELLS
GFI1B,ACOT9
GFI1B,PPP1R15A
GFI1B,SLC2A3
GFI1B,NDC1
GFI1B,TBC1D5
GFI1B,MCM10
GFI1B,CTSZ
GFI1B,BYSL
GFI1B,ZFP367
GFI1B,CENPE
GFI1B,ITCH
GFI1B,SF3B3
GFI1B,AHCYL1
GFI1B,TFRC
GFI1B,SETD2
GFI1B,MICU1
GFI1B,FUCA2
GFI1B,IFI203
GFI1B,EFTUD2
GFI1B,TARS
GFI1B,ARCN1
GFI1B,RAD21
GFI1B,MTFR1
GFI1B,ATP6AP1
GFI1B,ARL6IP6
GFI1B,NUP85
GFI1B,KIF11
GFI1B,FBXW11
GFI1B,CDC6
GFI1B,CCNB2
GFI1B,TMEM229B
GFI1B,ERLIN1
GFI1B,RAD51
GFI1B,RAB38
GFI1B,LACTB
GFI1B,HDAC7
GFI1B,SLC35B4
GFI1B,CYB5R1
GFI1B,SEH1L
GFI1B,MAML3
GFI1B,FAM76B
GFI1B,MTOR
GFI1B,EIF3B
GFI1B,NOP2
GFI1B,GOLIM4
GFI1B,UBE2L6
GFI1B,SYK
GFI1B,REXO2
GFI1B,ODC1
GFI1B,TCIRG1
GFI1B,DCAF13
GFI1B,MIEF1
GFI1B,DDX1
GFI1B,SLBP
GFI1B,GBP3
GFI1B,DHFR
GFI1B,PTGR1
GFI1B,HEXA
GFI1B,FAM136A
GFI1B,TXNIP
GFI1B,RPP40
GFI1B,BCAP29
GFI1B,AURKA
GFI1B,TOR3A
GFI1B,PRMT5
GFI1B,FAM189B
GFI1B,TAF12
GFI1B,NAMPT
GFI1B,KCTD12
GFI1B,OSTM1
GFI1B,DNAJC5
GFI1B,OSBPL1A
GFI1B,HARS
GFI1B,FES
GFI1B,ART4
GFI1B,TMEM246
GFI1B,RGS18
GFI1B,NARS
GFI1B,FARSB
GFI1B,TK1
GFI1B,NDUFS1
GFI1B,FEM1A
GFI1B,RFC5
GFI1B,MTREX
GFI1B,HASPIN
GFI1B,ATRN
GFI1B,PLA2G12A
GFI1B,IPO9
GFI1B,IARS
GFI1B,VAV1
GFI1B,SLC16A1
GFI1B,RABGGTB
GFI1B,MIS12
GFI1B,IL27RA
GFI1B,HDAC2
GFI1B,EPRS
GFI1B,EAF1
GFI1B,MFSD10
GFI1B,CCNE2
GFI1B,TMEM184C
GFI1B,RGCC
GFI1B,PTPRE
GFI1B,PPP1CB
GFI1B,NAPRT
GFI1B,PRELID3B
GFI1B,LONP1
GFI1B,WSB1
GFI1B,TEC
GFI1B,SYNJ1
GFI1B,NUPR1
GFI1B,GFM1
GFI1B,TIFAB
GFI1B,PSME3
GFI1B,TMX4
GFI1B,CCNA2
GFI1B,TES
GFI1B,LAP3
GFI1B,TUBGCP3
GFI1B,FGL2
GFI1B,FAM102B
GFI1B,WDHD1
GFI1B,UPP1
GFI1B,GM1966
GFI1B,CD69
GFI1B,CD48
GFI1B,TMEM33
GFI1B,SLC25A38
GFI1B,SELENBP1
GFI1B,PHF10
GFI1B,MR1
GFI1B,H2AFX
GFI1B,GNL3
GFI1B,ABCE1
GFI1B,PSMD9
GFI1B,MFSD14B
GFI1B,FAR1
GFI1B,CUL3
GFI1B,CS
GFI1B,SHMT1
GFI1B,CTLA2A
GFI1B,NCAPG2
GFI1B,INTS13
GFI1B,GTF2F1
GFI1B,CTR9
GFI1B,CREB5
GFI1B,NECAP2
GFI1B,KIF20B
GFI1B,CYBC1
GFI1B,TOMM40
GFI1B,RAD51AP1
GFI1B,LONP2
GFI1B,HYOU1
GFI1B,NDUFV1
GFI1B,CKS2
GFI1B,CCL9
GFI1B,ZFP35
GFI1B,ZFP322A
GFI1B,BTAF1
GFI1B,TMX3
GFI1B,SLC25A46
GFI1B,SESN1
GFI1B,IFRD2
GFI1B,NSUN2
GFI1B,AGPS
GFI1B,PPAT
GFI1B,HAT1
GFI1B,ZMIZ1
GFI1B,ABCB8
GFI1B,PFKFB3
GFI1B,DCK
GFI1B,SEC24D
GFI1B,ME2
GFI1B,INTS8
GFI1B,XRCC6
GFI1B,SDF2L1
GFI1B,CD53
GFI1B,ACLY
GFI1B,SLC20A1
GFI1B,ATAD1
GFI1B,MTR
GFI1B,ETF1
GFI1B,EDEM1
GFI1B,CSE1L
GFI1B,CKAP2L
GFI1B,SPC24
GFI1B,PSMG2
GFI1B,PPM1G
GFI1B,PPM1F
GFI1B,TFG
GFI1B,PREP
GFI1B,METAP1
GFI1B,KIF22
GFI1B,ALDH9A1
GFI1B,PRKCQ
GFI1B,KAT7
GFI1B,ABCB10
GFI1B,RNF38
HCFC1,PRIM1
HCFC1,POLR1B
HCFC1,TMEM206
HCFC1,SPC25
HCFC1,ATP11C
HCFC1,AHCYL1
HCFC1,KPNA3
HCFC1,RPP40
HCFC1,4833439L19RIK
HCFC1,MTR
HCFC1,SLC35B4
HCFC1,NDUFV1
HCFC1,CDCA5
HCFC1,KNSTRN
HCFC1,NDUFA10
HCFC1,ITPR1
HCFC1,REXO2
HCFC1,ZFP451
HCFC1,TMEM33
HCFC1,SNRNP200
HCFC1,DHX33
HCFC1,INPP5B
HCFC1,CDCA8
HCFC1,MRPL20
HCFC1,DUS1L
HCFC1,EIF2B1
HCFC1,PA2G4
HCFC1,TIMM29
HCFC1,MPI
HCFC1,RPA2
HCFC1,NARS
HCFC1,IFRD2
HCFC1,ABL1
HCFC1,LIG1
HCFC1,CENPO
HCFC1,DNM1L
HCFC1,ABCE1
HCFC1,ITCH
HCFC1,TMEM43
HCFC1,RANGAP1
HCFC1,9430015G10RIK
HCFC1,NUF2
HCFC1,OTUD4
HCFC1,MCM3
HCFC1,NUDCD1
HCFC1,NDC1
HCFC1,PSMD6
HCFC1,SESN1
HCFC1,RRM1
HCFC1,SLC35E1
HCFC1,ZFP24
HCFC1,PHB2
HCFC1,ARID5A
HCFC1,JARID2
HCFC1,BUB1B
HCFC1,DDX1
HCFC1,RAD51
HCFC1,DNAJC11
HCFC1,UBAC1
HCFC1,ITSN1
HCFC1,AURKA
HCFC1,ADO
HCFC1,RPTOR
HCFC1,MARS
HCFC1,CLPTM1L
HCFC1,DDX20
HCFC1,WDR4
HCFC1,PRPF4
HCFC1,FBXW11
HCFC1,ACLY
HCFC1,LONP1
HCFC1,CDC6
HCFC1,MDN1
HCFC1,TOP3B
HCFC1,RPRD1B
HCFC1,SEC23IP
HCFC1,HARS
HCFC1,NCLN
HCFC1,TPX2
HCFC1,NPLOC4
HCFC1,TBL3
HCFC1,ABCB8
HCFC1,RACGAP1
HCFC1,PLAA
HCFC1,CDC45
HCFC1,LRRC59
HCFC1,GFM1
HCFC1,NECAP2
HCFC1,HUS1
HCFC1,NUP155
HCFC1,ACOX3
HCFC1,ZFP35
HCFC1,NOLC1
HCFC1,EPRS
HCFC1,FEM1A
HCFC1,MIEF1
HCFC1,ARMT1
HCFC1,API5
HCFC1,BYSL
HCFC1,IMMT
HCFC1,NSUN2
HCFC1,RFC4
HCFC1,EFTUD2
HCFC1,CHORDC1
HCFC1,SLC19A1
HCFC1,NDUFS1
HCFC1,SMPD4
HCFC1,RTEL1
HCFC1,FTSJ3
HCFC1,HASPIN
HCFC1,WDR5
HCFC1,HSPH1
HCFC1,MIS18BP1
HCFC1,TIMM50
HCFC1,RUVBL2
HCFC1,GYS1
HCFC1,GTF2F1
HCFC1,CDCA3
HCFC1,SHCBP1
HCFC1,MTREX
HCFC1,PLD3
HCFC1,NUP107
HCFC1,UQCRFS1
HCFC1,PSMD9
HCFC1,MTMR6
HCFC1,STRAP
HCFC1,XPC
HCFC1,TRMT6
HCFC1,SUPV3L1
HCFC1,NOL9
HCFC1,ELAC2
HCFC1,DPP8
HCFC1,TACC3
HCFC1,PWP2
HCFC1,SZT2
HCFC1,KAT7
HCFC1,FEM1B
HCFC1,TUBGCP2
HCFC1,GMFB
HCFC1,CENPE
HCFC1,CCNA2
HCFC1,FARSB
HCFC1,SLC39A6
HCFC1,MFSD1
HCFC1,ELP2
HCFC1,GARS
HCFC1,ARL8B
HCFC1,MFSD14B
HCFC1,E2F4
HCFC1,FOXRED1
HCFC1,CENPK
HCFC1,SNAP47
HCFC1,KIF11
HCFC1,NUP88
HCFC1,GTF2H1
HCFC1,WDR43
HCFC1,REXO4
HCFC1,ATP13A1
HCFC1,EIF1AD
HCFC1,RARS
HCFC1,EAF1
HCFC1,DCAF13
HCFC1,ZHX1
HCFC1,9530068E07RIK
HCFC1,NUP93
HCFC1,PIK3R2
HCFC1,ABHD17B
HCFC1,ERCC8
HCFC1,CIPC
HCFC1,OTUD6B
HCFC1,MTOR
HCFC1,PHF5A
HCFC1,TAB1
HCFC1,PSMD1
HCFC1,UBA2
HCFC1,POLE3
HCFC1,DLST
HCFC1,IARS
HCFC1,TBC1D2B
HCFC1,CYC1
HCFC1,STXBP4
HCFC1,TUBGCP3
HCFC1,PPID
HCFC1,COPB1
HCFC1,NUBP2
HCFC1,MRPL37
HCFC1,PRMT7
HCFC1,NUS1
HCFC1,UBR7
HCFC1,SPPL2B
HCFC1,RAD21
HCFC1,PSMC2
HCFC1,SMC2
HCFC1,CCDC137
HCFC1,PNO1
HCFC1,TOMM70A
HCFC1,HDGF
HCFC1,CTR9
HCFC1,SERP1
HCFC1,ZDHHC6
HCFC1,NDC80
HCFC1,GPRASP1
HCFC1,SLC35A4
HCFC1,GOLT1B
HCFC1,SLC31A1
HCFC1,GUSB
HCFC1,EIF2S1
HCFC1,GPD1L
HCFC1,HSPA4
HCFC1,IDH1
